Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
10,22.73,-0.56018,0.02214,-1.39842,0.43034,-0.21777,0.47624,0.01022,1.80926,-0.09283,1.59388,0.30726,1.48492,-1.27956,0.69867,-0.67646,0.96637,-0.83546,-1.37717,0.99704,0.49102,-0.98669,-0.3478,-0.05557,1.09004,1.64905,0.99635,-0.00321,-0.65658,0
11,9.64,0.01323,0.3959,-0.60326,-0.05218,0.97829,0.61433,0.4687,-1.69094,0.63796,0.66504,0.51345,-0.38251,1.22648,0.48077,-0.36663,2.16592,0.9447,-0.07725,1.23821,0.29065,0.15666,2.46736,0.90089,-0.82351,0.67886,1.115,-1.2406,-0.12373,0
12,193.69,0.52546,1.249,1.89899,1.0535,-0.30579,-0.57216,-0.35341,0.64812,0.35008,1.38767,-0.18208,-0.29752,-0.78116,0.42341,-0.36812,-0.25324,-0.76753,-0.84049,-0.71926,0.14713,1.3918,-0.89794,0.90582,-1.12239,0.31946,-0.68653,0.05738,-0.09278,0
13,25.43,1.01507,-1.06839,-1.13767,0.38866,-0.57024,-0.48724,1.3016,0.05,-1.29681,1.25384,0.35362,-0.15132,-1.18909,2.06808,-0.46557,0.96116,-0.54649,-1.28253,1.22061,-0.01002,-0.28751,-1.173,-0.16737,0.42171,0.0253,-0.49538,0.27213,0.41602,0
14,2.41,0.89229,-0.12655,-0.32461,-1.53961,-0.97363,0.97228,-1.06999,-0.21982,1.12815,-0.73936,-0.71449,2.43858,0.42764,0.94387,-1.24748,0.49267,0.57019,-0.34218,-0.04613,-0.51957,0.49485,0.46535,-0.84496,1.41727,-0.55072,0.41084,1.64952,0.0511,0
15,83.59,-1.36282,-1.86481,-0.95523,0.33861,2.21612,1.38474,0.37207,-1.22183,-0.39367,-0.57539,0.4045,0.07495,-1.63171,-0.21777,0.2528,0.03562,-0.43587,-0.92935,-0.89279,-0.50767,-2.26971,0.35757,0.56062,-0.13203,0.52745,-0.1327,1.90265,-0.54751,0
16,9.93,-1.24792,0.48854,0.6795,-1.01997,-0.87221,-0.34284,0.5356,-0.68076,1.62228,0.12435,1.15126,-1.65335,-1.18419,-0.58677,-0.03157,1.44366,0.05063,0.62213,0.00726,-0.06778,0.37566,-1.25098,-2.25084,-1.34135,0.93032,0.86493,0.51572,-0.02739,0
17,32.43,-0.23412,-0.70833,-0.44523,-1.25782,-0.74694,2.20037,0.74713,-2.16029,-0.37107,-0.19158,-0.05361,-1.36936,0.82306,0.64306,0.35101,-0.217,-0.15023,-0.3561,-0.09628,-0.57083,-1.59186,-1.81365,-0.90571,-0.00609,-0.45065,1.09968,-0.03846,0.0176,0
18,115.86,-1.36953,-0.67655,0.89435,1.90732,0.62228,0.31422,0.32399,0.55885,-0.28401,-3.0577,1.87681,-0.2454,-0.50066,-0.78189,-0.35638,0.74498,-0.17299,0.72672,1.68932,-0.67615,0.75096,0.57507,-1.06873,-1.31413,-0.46254,-0.16831,1.18082,1.11428,0
19,117.46,0.63396,1.52646,0.4806,0.11309,-0.87125,0.50426,-0.58068,0.61564,0.49948,1.02287,0.00917,-0.31012,-0.4727,0.80607,1.12836,0.18703,-0.33824,0.89286,-1.80433,-0.33111,0.66494,-0.72964,0.72641,-0.1566,0.90929,-0.2327,-0.11358,0.63376,0
20,167.38,0.22547,-2.47868,1.67342,0.90427,-0.44158,1.01889,-0.51449,1.12571,-1.42087,-0.55798,-0.2426,-0.59186,-0.89764,0.64008,0.38618,1.30091,0.68223,-0.18704,-0.06129,-0.65912,1.02982,0.59134,1.50602,0.74313,0.35967,-1.6084,0.06931,0.30458,0
21,71.78,-0.55998,0.20828,0.65646,1.32739,0.79316,-0.12012,0.00108,1.03797,-0.67195,-0.83776,-0.68744,-1.18089,-2.40785,-1.17517,0.0009,-1.33538,0.93436,0.59119,1.21987,-1.86411,-0.07959,-0.65405,-0.82198,0.67555,-1.0797,-2.18748,-0.41136,-0.06707,0
22,11.44,-0.02701,-0.01571,1.61346,-0.90014,0.73118,-2.14719,0.65321,0.38229,0.14315,0.11392,0.00024,-0.49211,1.5101,0.08789,0.42459,-2.02833,-1.04962,-0.22921,-1.11519,0.32328,0.03778,0.07963,-0.80996,0.74149,0.13757,-0.46278,0.69418,0.53886,0
23,117.92,-0.74484,0.56341,0.01804,0.89238,0.43688,1.07687,0.07974,-1.20304,-1.52477,1.30269,0.12639,0.74349,-2.80553,1.06323,0.75284,0.11282,-0.79638,-0.40823,-0.6096,-0.05884,-0.14735,0.53783,0.27156,-2.85342,-0.74038,0.36574,0.32907,-0.76286,0
24,38.04,0.63233,-1.69219,-0.10268,0.21646,0.14534,-1.07208,1.07781,0.1097,0.05171,-0.33843,-1.24026,0.3041,-0.61162,-0.61226,0.5244,0.46177,-1.54631,1.4984,-0.58703,0.66704,-1.24546,1.48589,0.72866,-1.15546,-0.14554,2.43361,1.57879,0.42734,0
25,133.74,0.89437,-0.92908,0.44622,0.59518,1.30613,0.12394,-0.46408,0.92768,1.12277,0.27185,-1.66118,1.70918,1.9495,-0.14741,-0.1888,-0.49613,-0.55501,-0.16272,0.14446,-0.26518,-1.09133,0.65315,0.509,-1.63335,-0.44678,-0.13884,0.80704,0.23643,0
26,3.23,-0.0291,-0.14983,-0.29601,0.19663,1.14952,-0.02206,0.3957,0.76351,-0.81013,-0.69487,-1.18363,0.16472,-0.47116,0.49712,-0.20702,-0.59146,-0.39034,-0.54369,0.13871,-1.89276,-0.14408,-0.29702,-1.21991,0.15759,0.6623,-0.74545,-0.04342,1.36442,0
27,26.34,0.6982,0.24032,-0.19212,-1.01355,0.77207,-1.83271,0.15119,0.76634,0.39639,0.63831,-0.6228,-0.53521,0.67006,1.03687,0.45962,-0.9554,1.05026,-1.05712,-2.33963,-0.23175,-0.73032,-0.61759,-0.15558,-2.22115,0.60353,-0.62585,-1.78237,0.35511,0
28,158.98,0.90431,-0.26504,-1.47181,-0.24696,-1.16948,2.13519,0.40094,1.21696,-0.64384,2.79585,-0.32038,0.18527,0.99256,-0.36176,-0.59928,-1.20387,-0.63093,-1.07921,-1.246,0.29299,0.47696,-1.17689,0.75372,2.01005,0.52641,-0.77269,-0.38512,0.61385,0
29,123.63,-0.1691,0.38753,0.197,-1.02101,1.21478,-0.34835,0.79182,-1.05727,-1.0571,0.44598,2.42529,1.11492,0.40299,-0.34555,0.5765,0.11087,-0.44888,-2.16873,0.36573,-1.69264,-0.4947,-1.51851,0.74625,-0.23249,-0.80809,0.93011,0.57474,1.58776,0
30,32.33,-0.84014,-0.71112,0.23732,-1.1595,-0.12061,-1.87107,-0.75309,-1.24791,-1.84804,0.66853,0.08266,-1.36644,1.74672,-1.18,0.30393,-0.4761,0.6635,1.56131,0.186,-1.06696,0.20066,-0.09304,-0.17797,2.6008,1.14452,0.27747,1.38995,-0.11751,0
31,56.51,0.56783,0.86967,0.83648,0.00452,0.91489,0.26186,-0.94204,0.29053,-1.95172,-1.97018,-0.24156,-0.40933,0.3098,0.16801,-0.25081,0.00627,-0.37386,-2.11013,-1.25464,-0.04282,-0.58081,0.56175,-1.75253,-0.28837,0.16435,-0.61418,0.99271,-1.26126,0
32,57.11,-1.02237,-2.18661,0.28448,-0.63132,0.89167,0.69954,-0.50927,0.39122,-0.5228,0.01024,-1.65483,-0.34569,-0.5163,0.29864,0.07785,-0.42564,0.86541,0.60798,-0.2485,0.64149,-0.91849,2.25236,0.96435,0.7639,1.1966,-0.20861,-0.84231,0.46533,0
33,59.28,-0.26852,0.82737,0.06418,-1.44929,-0.94492,-0.99958,-0.05056,0.4011,0.43128,-0.53203,-0.39283,-0.01893,0.37295,-1.47239,-0.48474,-0.19762,-0.3772,1.92758,-1.39926,-2.03963,0.97966,-0.09176,1.55383,0.05363,1.77882,-1.50926,0.46782,0.85501,0
34,65.02,1.36626,0.27905,1.18812,-0.44253,-0.82351,-2.11381,-0.14894,-2.16402,1.45718,0.86196,1.72041,-0.50065,0.65249,0.08497,-2.04216,-0.3461,-0.78021,0.56941,0.61398,-0.62273,-1.08081,0.6492,0.54591,-1.70174,-1.06686,-0.25886,-0.63009,-0.29163,0
35,65.56,0.89948,-0.62991,0.00751,-1.15872,2.8763,-0.6129,-0.70419,0.79532,-0.33649,0.11471,-0.93176,0.16754,0.4286,0.5979,0.17348,0.83924,0.46242,-1.12867,0.5311,0.62807,-0.96101,0.28114,-0.905,-2.20561,-1.13514,-1.02196,0.6187,0.06383,0
36,52.82,-0.34326,-1.14617,-1.64996,-0.01261,0.88021,-0.73386,1.55481,0.45,1.42623,-1.37965,1.55899,-1.78293,-1.76856,0.58827,-1.38221,-1.83261,0.87029,-1.33015,-0.08497,-0.28122,-1.71905,0.56605,1.87974,-0.84454,0.33689,-0.19693,2.09283,0.74052,0
37,174.55,-1.19293,0.17316,-0.41085,0.23842,1.18556,0.74365,0.88502,2.2234,-0.06468,0.05055,-1.07671,-0.7059,-0.04003,1.33837,-1.22139,-0.47757,-0.13685,-1.2682,-1.44014,0.41239,1.6302,0.06287,0.65197,-1.31089,1.60671,0.80132,-0.31908,1.5261,0
38,29.05,-1.00007,-1.33893,0.0114,-1.96815,2.26552,1.61429,-0.60777,1.60376,2.05185,-0.30534,0.29875,1.20147,0.46363,0.44336,0.43699,1.53473,-0.06965,-0.91599,-0.62133,-1.5867,1.51143,0.01962,-0.69913,1.05294,0.60414,0.90721,-0.79696,-0.01872,0
39,99.73,-0.0821,1.51718,2.13087,-0.47091,1.02383,0.01246,-0.11406,0.02043,-0.60704,0.18275,-0.09466,1.04537,1.88064,-0.8269,0.75773,-2.08373,1.79294,-1.03283,-1.12705,2.48752,-0.64322,0.74476,0.37937,0.16972,0.55885,0.12062,-0.43217,-0.17305,0
40,11.51,0.63826,1.62543,0.53234,0.87396,-1.17158,0.94762,1.05843,-2.13602,-1.99539,1.72269,0.25365,0.23721,-0.22638,0.3692,0.66765,-0.57321,0.0619,-0.9429,-0.45,-0.44604,0.98477,0.86552,-0.07296,2.46046,0.55713,0.83462,-0.41699,0.302,0
41,4.64,0.17798,0.00349,1.09195,0.36339,0.1392,-0.52921,1.26424,0.16434,-1.61125,0.56198,0.43398,-0.15136,-1.13489,-0.10769,0.70606,-0.69052,-0.88765,-0.80225,2.05098,-0.61603,0.26311,0.76482,-2.45112,-0.22088,0.75908,-0.12298,0.85087,-1.01189,0
42,49.28,0.17649,-2.2847,-0.38711,0.23382,0.32646,0.37391,0.45005,0.22785,-0.2828,-0.11225,-0.39806,0.83312,-1.27166,0.77104,0.59309,-0.44232,-0.03382,-1.2942,0.21768,1.87276,-0.51436,1.4157,0.69698,0.2416,-0.90372,-0.60776,1.01146,-0.36744,0
43,130.8,-0.33561,2.32091,0.96496,0.37015,-1.00252,0.58059,-1.22506,0.59993,1.43858,0.61562,-1.83217,1.74913,-0.46732,0.12763,-1.47776,1.00728,0.5764,0.27785,0.83606,1.73822,0.20235,-0.24574,0.07368,0.36507,0.19655,0.84397,0.82337,-0.54849,0
44,2.21,-0.73712,-0.18088,-1.95865,-1.85737,-0.20313,-0.23211,-0.02583,-1.44643,0.72373,-0.67733,-0.61765,-0.27151,0.55653,-0.49454,-0.83843,-0.14394,0.66862,-1.23075,1.10478,-0.38331,0.28994,2.64053,0.24915,1.08831,0.99678,-1.27661,-0.49879,0.01681,0
45,24.16,-0.35246,0.65547,-0.44608,-1.45138,-0.01518,0.4894,-2.96093,2.45652,-0.4269,0.4536,-0.17816,-3.13232,-0.09814,-0.40554,1.28446,-2.31357,-0.36971,-0.30994,0.47835,-0.80349,0.47593,1.15408,-0.21823,-0.75756,0.41052,0.23562,-0.12156,-2.11274,0
46,75.68,1.71979,1.44241,-0.12254,-0.964,0.79527,-0.56342,0.85924,-0.3561,1.32309,0.99843,-0.37426,2.53283,-0.23739,-1.17791,-0.11105,0.57124,0.88651,-2.52289,-0.06572,0.44166,1.19989,0.2216,0.72891,0.91093,-0.37411,-1.26373,0.92043,-0.1235,0
47,26.54,-0.03446,-0.62418,0.66466,-2.95698,-0.7622,1.94815,0.68592,2.04575,0.30867,-1.39022,0.60834,0.33547,0.27492,0.84766,1.26126,-0.17258,0.03488,0.03006,-0.31264,0.20509,-0.54735,-0.16914,-0.978,-0.5729,0.64411,-0.77626,1.05599,1.31958,0
48,53.82,0.1137,0.79668,0.44685,0.94481,0.004,-2.64948,-0.13036,-0.0541,2.06597,-1.71887,1.40991,0.65543,-0.69154,0.626,1.61297,-0.38444,0.82038,0.49216,-0.27553,0.78609,0.21159,-1.07653,0.15001,-0.2508,0.10736,0.28731,-0.51576,-0.23993,0
49,105.22,2.08137,0.35943,-0.02958,1.3143,0.79022,-0.78441,-0.36465,-0.55894,1.40292,-1.60159,1.34274,0.0895,1.61319,0.3693,-1.09928,1.06722,0.45654,-1.47707,-1.32969,0.72376,-1.33026,0.45104,1.06626,1.24592,0.33184,-0.10768,0.70451,2.21635,0
