Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
28,699.14,2.90852,3.35577,0.98804,-0.25723,-0.23052,0.55105,0.28718,-1.39183,-0.72013,-0.97419,-0.16842,-1.2355,0.83239,-0.7504,0.84968,0.38371,-0.26071,0.18397,1.35811,-0.55473,-1.68171,-0.77602,-0.11737,-0.53668,0.63175,-0.10172,-1.41752,0.99349,1
29,4.95,0.29787,-2.31582,0.51695,1.11264,1.18222,0.58761,0.30341,-1.41074,0.67366,-1.31604,-0.96995,1.75151,0.05598,-0.90039,0.457,0.09914,-0.81889,0.15531,0.29697,0.17837,-0.69847,0.6916,0.00722,-0.5513,0.76305,-1.34147,0.39477,0.44738,0
30,138.85,-1.67126,-1.37109,0.06707,0.49228,-0.87935,-0.96381,0.54099,1.63231,1.06037,-0.36067,0.25548,-0.88901,-0.47357,-0.63975,-0.32167,0.2001,-2.09109,-0.14117,-1.78287,0.28697,2.47502,-0.92993,-0.50882,-0.29682,0.0748,0.74958,-0.29311,-0.85332,0
31,14.58,-1.42289,0.96652,-0.94708,1.58964,0.43762,-0.56447,1.86544,1.68148,0.09944,-0.24911,-0.30156,-0.09718,-1.04345,0.15289,0.39691,-1.04494,-0.77514,1.09746,0.17329,-0.7858,0.96219,0.97525,-0.9068,2.01702,-0.13712,0.12953,-0.00024,1.86318,0
32,64.03,0.50991,1.39001,1.07122,0.26486,0.80266,1.47543,0.06897,-0.1017,-0.98589,-0.14275,0.28544,2.21988,-1.58906,0.7033,-0.24636,-0.27564,-0.32194,-0.64197,-1.06731,-2.75553,-0.76106,-0.32481,-0.45398,0.78806,-1.02287,0.24253,-1.26255,-0.12394,0
33,53.48,-0.87321,-0.97172,-1.43749,-0.60252,0.62096,-2.62817,0.47254,-0.87051,-2.29771,0.14765,-0.54391,0.45428,0.71202,-0.37366,-0.85401,-1.14268,-0.14295,-0.07268,0.73518,0.22017,-0.61987,-0.88296,-0.01306,1.45853,-1.85673,-0.74952,0.41533,-0.28119,0
34,113.06,-0.56972,-0.81377,-0.29741,-1.61011,-1.3346,0.63136,-0.48333,2.51922,0.94852,0.76411,0.39149,0.03803,-0.71881,1.67886,-0.00372,0.24152,-0.53443,0.295,2.16646,0.08515,-0.51723,1.58291,-1.24034,0.59049,0.66337,-1.60519,0.29753,-1.29565,0
35,45.07,-0.04818,0.35973,0.15479,-1.88653,-0.19494,-1.62365,-0.56778,0.99471,-1.41867,-0.72016,0.25973,-0.3222,2.1424,-0.31518,1.01415,-0.41075,-0.1322,0.40212,-0.79049,2.60728,-0.31842,-0.97942,-1.46217,-0.41335,0.80309,0.76356,0.32092,-0.58565,0
36,68.39,1.02681,-0.0001,0.6986,-1.18489,0.62741,-0.0119,0.70334,0.16354,-1.29448,-0.1749,-0.97946,1.18069,1.30976,-0.52726,-0.16416,1.13476,-0.41684,-0.92277,-1.20788,1.34065,1.466,0.85388,-0.65377,0.1406,0.04875,-0.04261,-0.39007,0.56788,0
37,111.69,-0.95079,-0.66918,0.91355,-0.17504,0.75105,-0.43897,-0.89286,0.90899,-1.56004,-0.13692,0.85827,-0.68319,-1.04149,0.36676,0.71359,-0.63824,-0.70927,-0.27806,-0.42663,-1.58135,0.30529,0.65167,-0.34605,0.11238,-0.01407,-2.69675,-0.37323,1.0206,0
38,15.53,-1.58925,0.21694,-1.81546,0.95102,0.51741,-0.63004,2.10127,-0.95255,-0.54466,0.37689,1.17564,-0.48891,1.38808,0.06893,1.16229,-1.3329,0.63292,0.57959,-0.33796,0.96537,-0.83986,0.38679,1.88359,-0.96563,0.31476,-0.88102,-1.21887,-1.33388,0
39,64.42,-0.40141,-1.51346,-0.2511,-0.35799,0.97692,1.54604,-1.08295,-1.95655,-0.68463,-1.73623,0.39335,0.48159,-0.7787,-0.28329,0.0404,0.15457,1.09838,0.40883,-0.86503,-0.08443,-0.97741,1.16693,-2.04434,-0.20673,0.18534,0.04773,-0.39318,-0.08805,0
40,110.49,-0.8681,1.44329,-0.89592,1.74538,-1.87509,0.33058,-0.42204,1.13972,-0.74784,-0.02063,0.2483,1.04357,-0.84016,0.49893,0.4735,-1.22885,2.66767,0.04421,-1.73717,-0.20258,0.48439,-0.23975,1.52008,-1.54001,0.38333,-0.42913,0.54123,1.37287,0
41,147.82,0.86374,-0.61448,0.12552,0.40048,-0.16643,0.34301,-1.16413,-0.33749,1.56991,0.64953,-0.01607,-0.91396,1.58669,-1.02824,0.44494,0.55582,0.47513,-1.04494,-0.85679,-1.21019,-0.31949,-0.46406,-0.55893,0.68293,2.83232,-0.29681,0.78046,-0.71257,0
42,171.76,1.37437,-0.31916,-0.05385,-0.87833,-0.21275,1.9116,-0.35145,-1.01799,-0.05319,-1.15411,0.89445,-1.53585,0.41463,-1.53175,0.99643,0.56328,-1.17102,0.47664,0.1154,-2.78118,0.16267,-0.30717,2.36497,-0.48097,0.24224,0.31449,-1.37141,0.32463,0
43,490.7,0.18077,1.4177,3.79169,0.6146,-0.00847,0.35542,1.5675,-0.09879,1.03114,-0.33151,-1.07983,-1.30756,2.2511,-0.55225,-0.40939,-0.00324,-0.61982,-0.64512,-0.04143,0.046,-0.25947,-0.49837,1.93054,-0.71061,-0.25751,-1.66125,1.07837,-0.4664,1
44,35.36,-0.42969,1.57623,0.08323,0.81569,-0.65251,-0.51012,0.47067,-0.12201,1.28392,-0.23152,0.04527,0.0476,-1.72233,-0.28807,0.46606,0.37944,0.11872,0.74356,1.08937,0.90448,-0.05828,0.95398,1.50926,-0.07028,0.18468,0.25337,-0.81898,0.89593,0
45,169.57,0.72804,0.09804,0.0362,-0.02607,-1.78711,-2.21847,-0.57787,-1.23382,-0.08996,-1.7966,0.32867,0.78783,-0.45642,-1.02209,1.20445,0.13105,1.86443,0.14343,-0.01509,-0.67142,-0.7834,-0.25777,-0.76475,-0.26231,-1.0336,0.42242,1.27935,-0.5363,0
46,77.68,-0.46516,-0.04819,-2.14235,-2.04366,2.30061,-0.9978,-0.0908,0.42771,-1.61092,-0.95694,-0.79818,0.7053,0.27343,-0.59323,-0.86665,0.44149,1.16876,-0.37483,-0.80029,0.01637,-0.31489,-0.48633,-0.55116,-1.22437,-1.29044,0.42809,0.40993,1.00996,0
47,84.71,-0.26097,-0.83313,-0.96406,0.67442,-2.55085,0.1099,0.99261,0.9893,0.71645,-1.13901,-1.42124,-0.72169,-2.10849,1.45125,-0.39927,-0.75966,1.05483,0.33705,-0.82959,-1.67052,0.67325,-0.51455,-0.53778,-1.43036,-1.64962,1.66303,0.28266,-0.37028,0
48,19.6,-0.31011,0.82852,-0.38331,-0.76589,0.7807,-0.9052,-0.83789,-0.3874,-0.44306,-1.60481,-1.37085,-0.70187,1.07084,1.27187,0.32592,-0.43907,0.62085,-0.92939,0.81566,0.83401,0.32905,2.74133,0.07032,0.02169,0.51896,0.22149,-0.15952,0.18676,0
49,22.98,0.52596,-1.00876,0.85764,0.21884,0.71623,0.23059,0.38182,1.06927,-0.03981,0.18392,-0.95244,0.90682,0.03772,0.72041,0.34543,0.31717,0.78541,-0.11748,-2.49831,-1.13956,-2.75063,-0.25651,-1.02845,-0.37846,0.20227,-0.62523,1.03451,-0.04827,0
