Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
10,150.2,-0.29626,-0.78958,0.25567,-1.16357,0.57862,0.44408,-0.60738,1.49853,0.23626,0.82574,0.50922,0.03991,0.51809,-0.67609,1.32183,1.3387,-0.64293,1.07398,0.18722,0.64005,0.29669,1.03832,-1.52757,-0.28393,0.35084,-0.83702,-0.76455,0.3758,0
11,134.04,3.16721,1.44598,2.90063,-1.22668,-0.93157,-0.22209,-0.90321,-0.60689,-1.79309,-0.7356,-0.63622,-1.5606,-0.76088,2.11713,-0.8552,-0.4736,-0.69857,1.79721,0.58162,0.06702,-0.42272,-0.4087,-0.64935,-0.40571,-0.37783,-0.26895,0.3021,0.01033,1
12,164.08,1.08554,0.26723,0.79425,1.38211,-0.68482,0.48404,-1.77935,1.12839,-0.74819,-0.08924,1.22623,-1.37803,1.2077,0.80207,-0.83795,1.61056,0.2933,0.81767,0.31099,-0.51926,0.94739,-1.60009,1.25075,0.19755,-0.3617,-0.31122,-1.35743,-1.61998,0
13,129.41,0.82133,-1.00647,-2.05481,-0.94234,0.72893,-0.07989,-0.69766,-2.22805,0.71224,-1.63577,0.65721,0.509,-1.58379,-1.00287,0.59325,0.20435,-0.37992,-1.36524,0.9971,0.71284,-0.71425,0.24002,0.30632,-0.52246,0.10322,0.62908,0.12342,1.39516,0
14,45.0,0.9886,0.34234,-2.26852,-2.25357,-1.63826,0.38014,-0.86778,0.75927,0.37502,0.51177,-0.66324,-1.13659,0.14391,-0.65126,1.99311,0.24935,0.35585,-0.6975,-0.04766,0.56187,1.13758,-0.55615,-1.44828,-0.66471,0.16635,0.20706,0.02844,-0.38868,0
15,19.44,0.02954,1.10647,-1.90397,0.32812,1.47028,-0.7995,1.51931,0.4754,-0.48176,0.5173,-0.37134,-0.0706,1.5687,0.81209,-0.54956,1.52003,0.38754,1.98859,-0.54822,-2.15668,0.47172,-1.06707,1.27662,0.59017,0.70753,1.28913,-0.30796,1.14446,0
16,35.79,0.26919,-1.3619,0.62045,-0.08501,0.08969,-0.58297,1.22693,-0.98917,0.2433,-0.02586,-0.75586,-0.77942,0.52549,1.27185,-1.86389,0.34045,0.89439,0.05486,0.10184,-0.67736,-0.80827,-0.52028,1.30106,-0.00076,-0.13855,1.92496,1.47755,-0.70267,0
17,136.9,-0.1875,-1.31893,-1.95845,-1.01844,-0.89994,-0.27598,-0.64091,-0.4484,0.16836,-0.75291,1.90537,-1.0332,0.79743,-0.33598,1.15825,-1.25644,0.91687,-0.74837,-0.32164,0.92965,-0.59009,0.10967,-1.46059,-0.76166,-1.85476,-0.505,-1.21056,0.46216,0
18,118.33,-0.04354,-0.15069,-1.08714,-0.42707,-0.14521,-0.58506,-0.11015,0.01945,1.97359,0.18466,1.09676,-0.09785,-1.98053,0.21957,0.75132,-0.87815,1.54984,0.56282,0.60018,0.71177,0.83403,1.28297,-2.27005,0.38703,-0.01916,1.50916,-0.13863,0.8746,0
19,85.53,-1.86644,-0.8295,-1.16748,1.89872,-1.87696,0.00651,1.09441,0.34644,1.58513,-0.7839,0.18393,0.89911,1.07298,0.97402,0.00142,-1.00862,0.02622,-0.56592,-0.16737,1.0902,0.93814,1.21246,-0.82958,-0.20076,-1.02817,0.73157,0.34143,2.43943,0
20,66.9,-1.33957,0.70871,2.58843,0.32909,-1.11852,-0.85246,-0.87302,-0.66243,0.02441,0.66807,1.84173,2.76642,0.02482,-2.24888,-1.03668,0.14252,-0.83507,-1.16595,-0.98216,-0.11593,0.06278,0.16443,-2.03324,-1.07383,1.51853,2.10118,-0.28792,-0.37737,0
21,1068.8,3.44866,0.8223,2.56701,-1.01124,0.80938,-0.06736,1.23572,1.59686,-0.06431,-1.36943,0.70857,1.65322,-0.26729,1.03936,-0.31408,0.59274,0.25212,-0.21904,-1.56742,1.29135,0.83454,0.87288,-0.26771,-0.97083,-2.04181,0.24036,1.46003,0.32614,1
22,1.43,-0.06957,0.38152,0.23051,-0.76068,-0.45584,-1.12702,-0.70535,0.25908,-1.2154,-0.65561,1.28262,-1.29755,-0.54768,0.3656,1.05494,0.15904,-2.16934,-0.81774,1.01313,-1.65795,-1.67256,-0.70598,-0.24217,-0.96521,-1.04691,-0.24451,0.94773,1.28241,0
23,1334.37,2.21934,2.27282,-0.031,-1.19838,-0.28209,0.63298,-1.50792,-0.64345,0.21733,0.23294,0.53767,-0.10497,2.13043,-1.0915,-0.15609,1.02601,0.04553,-0.8299,-1.19568,0.60625,0.67396,0.61101,-0.38091,1.16803,0.87412,-0.04565,0.14252,0.31193,1
24,914.14,2.18808,0.12153,-0.59768,-1.37076,-1.76362,0.42555,-1.71914,0.53737,-0.10212,-1.73509,-0.13162,-0.7997,-0.33082,-0.00486,-0.76016,-0.80149,1.23886,2.22103,-1.50291,2.3744,-2.4566,-1.5394,0.85764,-1.95952,1.4566,1.33128,0.56857,0.23755,1
25,98.92,0.19084,1.32354,-3.1654,0.92641,0.99988,-0.88843,0.61897,0.68394,1.15669,0.1368,0.40537,-1.40037,-0.47215,-0.1199,0.24167,0.6291,0.8998,0.11806,-0.09249,0.57364,-0.65819,0.25468,-1.02392,0.61634,-2.02972,-1.18847,-0.24624,-0.51288,0
26,193.56,0.12316,0.12798,-0.39379,-0.90506,-0.66081,1.55207,0.43803,-0.56423,0.49138,-2.73854,0.56505,-0.76413,-0.48554,0.54123,0.1305,0.74755,-1.52824,1.23578,-1.74784,-1.1887,0.44463,-0.11818,-0.01918,-1.15853,-0.54545,0.55126,1.02518,-0.05831,0
27,13.16,-0.4872,1.21769,0.59252,-0.79572,-0.79686,0.49869,-0.0428,-0.38315,-0.7598,0.85539,-1.16335,-1.11438,0.00365,0.33461,-0.27167,0.39819,0.60536,1.21863,0.46476,0.40129,-0.14068,0.73155,0.34473,1.43766,-0.25367,-0.3031,1.03868,-1.43179,0
28,1202.23,1.39563,1.80822,3.85603,-1.68957,-0.06141,-0.60619,-2.07558,-0.56144,0.70765,-0.07231,1.94904,0.56283,0.21936,-0.89877,0.73403,1.09122,-0.45059,-0.93931,0.68312,1.67793,1.00576,-0.94984,-0.053,0.5963,0.15003,0.65595,0.03462,-0.49021,1
29,845.63,2.36225,2.0019,0.36361,-1.19453,0.94569,0.47997,2.71164,1.6021,-0.82643,-0.80945,1.1515,1.53867,-0.49463,-0.42414,-0.69879,-1.34085,-0.19216,0.10419,-0.8351,1.54217,-0.08815,0.03395,0.72188,1.37151,-1.23102,0.48014,-0.12068,0.75878,1
30,608.06,0.54424,0.98674,1.91837,-0.14495,-0.18143,1.10497,0.33649,-0.63704,-0.04592,1.49007,-0.50769,1.56836,1.53965,-1.09658,0.32836,-1.27105,-0.83039,0.82848,-0.39815,-1.36545,1.82479,0.12047,0.82242,0.72969,-1.51249,1.26086,1.72751,-1.4638,1
31,5.48,0.07844,-0.35703,-1.0934,0.21069,-1.36611,1.9723,-0.76999,-1.53158,0.32697,0.122,-0.38732,1.04967,0.22419,-0.20233,0.50994,0.72073,-0.33344,0.11597,-0.20742,-0.84907,0.87808,0.19773,1.22629,0.74074,-0.57395,-0.78161,0.0693,-2.08486,0
32,35.75,-0.51945,-1.45094,-0.96875,0.50947,-0.47672,0.74328,-0.53906,-0.27538,-0.04748,0.34243,1.33745,-0.87387,-0.74303,-0.66958,0.8392,-1.40619,-0.39132,-1.06511,1.21071,-1.36985,0.27842,-0.0834,0.23082,-1.16341,-1.66187,-1.36763,0.30785,0.64253,0
33,42.24,0.62755,-0.01093,-0.37488,0.41465,-1.20745,-1.22424,-0.75836,-0.67965,1.31286,-0.48806,-1.42721,0.90652,0.55241,-0.03305,0.84773,0.52489,-0.86418,1.78218,0.59902,-0.6512,1.5835,-0.28048,0.13496,0.30305,-1.00715,-2.9127,0.06452,0.8507,0
34,6.94,-0.09229,0.87799,0.67998,0.86922,1.40429,-0.83065,-0.74051,-0.63961,1.65468,0.43519,1.05332,-1.42012,-1.00641,-0.29847,-1.37533,0.25204,-0.44978,-0.19079,0.66836,-0.66896,1.11943,-0.67168,0.60909,-0.30778,-0.23346,1.15363,-1.10399,0.67484,0
35,224.01,-0.17721,1.97499,-1.14886,0.93559,0.07838,-0.06849,-0.27966,-0.3758,-0.76591,-1.491,0.31394,-0.5,-0.42504,-0.81142,-1.39884,0.71661,0.65625,0.86301,-0.09358,-1.77034,-0.36936,0.77298,-0.71315,1.00939,0.7559,-1.7613,-1.2832,0.31177,0
36,49.61,0.57666,-1.04972,-1.39085,-0.04101,0.502,1.53912,-1.17797,0.89743,0.624,-0.74735,-0.5313,-0.00307,-0.85407,1.31523,-2.59947,-1.65387,-0.20068,-0.05481,-0.0713,1.05732,-0.09252,-0.55092,-1.93092,1.50799,0.77089,0.06455,0.10466,0.75352,0
37,1334.69,2.3484,3.01718,-0.81906,1.26832,-0.30252,-1.27501,-0.85109,-0.05811,-0.98939,0.6337,0.00969,0.58174,-0.13626,-0.47624,0.31937,1.18627,0.0909,1.73904,-2.62859,0.96934,1.27352,-1.72421,0.98615,-0.49682,0.04733,-0.50338,-2.05772,-0.01903,1
38,5.69,-1.15841,-0.90255,0.54086,-0.95294,0.99575,-0.71974,0.83807,0.4953,-0.80336,0.23558,-1.08097,0.14495,0.16169,0.37895,-0.19702,-0.25791,-0.77022,-0.266,1.49387,0.43636,-1.4761,0.36365,-0.61278,0.77028,-0.23788,-0.51775,1.73245,-2.87339,0
39,71.32,-0.18552,0.1878,-0.93249,0.76134,-0.71972,-0.92566,1.54075,-0.9238,0.56891,0.4609,-0.33771,-0.21539,2.45889,1.00716,-2.35703,-0.25785,0.90014,-0.76951,-0.79327,0.32833,-0.57255,-0.02688,0.19124,-1.71596,-1.64439,0.35096,-1.10402,-2.14436,0
40,1590.0,1.22443,1.60875,2.27238,-0.81902,-1.39226,-0.06277,-0.43762,0.71879,0.88454,-0.82377,-2.30161,-0.70118,0.83245,0.42656,-0.23802,-0.13378,1.45666,-0.88115,0.49847,1.15888,1.28735,0.92592,-0.04679,-0.33121,0.57791,-0.29094,-1.05365,-1.79209,1
41,95.98,-0.30811,0.00614,-1.06753,1.62153,-0.8431,0.38394,-0.88628,-1.7787,-1.95821,-1.21023,-1.19829,-0.78712,-0.24262,-0.25971,1.91686,-1.46185,0.32417,-0.12738,-1.11354,0.82001,-0.82279,-0.29281,-0.02056,-0.17827,-0.85367,-0.42606,2.03066,0.96342,0
42,54.27,0.20786,-0.15637,-0.04177,-0.13793,-1.1484,0.80323,-0.0327,1.2242,-0.12862,-0.7886,1.05919,-0.80127,-0.72045,-1.13894,-1.5507,-0.28503,-0.33386,-1.61205,0.19203,-0.92177,0.15641,1.3997,-0.78033,-0.90028,0.47599,0.7011,0.53553,-0.80116,0
43,134.26,-1.83856,0.49861,-0.58787,-0.35174,0.22552,-0.98383,0.01501,-0.042,-2.06614,0.95277,0.96898,-1.31933,1.05763,-0.53306,-0.18164,-0.08724,-1.02976,1.86699,0.87383,0.14368,0.36056,-0.46703,-0.97386,-0.06004,-0.58452,0.31806,1.29683,0.55753,0
44,95.94,-0.18915,0.38087,0.55523,-0.30626,-1.70694,-0.07581,-0.73852,0.52043,0.24924,1.19469,-0.77852,-0.39144,1.17156,-0.14206,1.04643,0.03159,0.97252,-1.12454,1.08579,-0.42118,0.91714,-2.41571,-0.96092,0.37474,0.18116,-0.59541,-0.15469,-0.56495,0
45,108.2,0.53315,0.48828,-0.3369,-0.38982,-0.9871,0.56889,2.71476,-1.5168,0.95737,-1.99533,-0.78291,-0.19535,-0.21861,-0.0076,0.78295,-0.72958,-0.22844,0.15949,-0.0918,0.19573,0.78096,0.10701,0.72315,-0.42363,-0.93496,0.40796,-0.6239,-1.17278,0
46,70.73,-0.56716,0.15093,-0.24327,0.64364,1.30235,0.87654,1.14034,0.33988,-1.37959,0.78772,1.51254,0.70299,0.18153,0.81737,-0.92612,-1.19865,-0.98266,0.10234,-1.27432,0.61515,0.48236,1.61978,-0.15224,0.44768,1.04273,0.4088,2.13357,1.68065,0
47,136.74,1.55074,-0.38892,-0.16908,0.1281,0.76589,0.2911,-0.12094,-0.05157,0.5407,-0.0819,-1.78235,-0.251,1.72358,-0.88483,0.89334,-0.32596,0.37981,0.0866,1.38471,0.94744,-0.33078,0.1399,-0.02333,0.4306,2.20601,-0.56859,1.20946,-0.47483,0
48,835.13,2.45308,2.63104,1.57154,0.05224,-1.64162,0.73447,-0.4858,-0.99093,0.61716,1.0554,-0.26626,0.1904,0.77515,0.03211,0.71448,0.8168,0.4532,0.52213,0.15837,-0.1446,0.24608,0.50214,1.2704,-2.06112,0.33345,1.07777,-0.48344,-1.20647,1
49,24.03,0.74244,-0.95592,2.41897,0.52582,0.90485,-1.44204,-0.99996,-0.19467,1.03566,1.00697,-0.47954,-0.17948,-0.25952,-1.11829,-1.65676,-0.33566,1.66155,0.60247,0.17731,-0.20595,0.64528,-0.5456,0.122,1.359,-0.26038,0.59027,-0.61848,-0.74243,0
