Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
11,156.11,1.19796,-0.01814,-1.52855,-0.59997,-0.49204,-0.12058,-1.18548,-0.78643,0.70761,0.37273,-0.08794,-0.23781,0.12385,-1.31952,1.02516,-0.59387,1.18525,0.56206,0.36453,1.17013,0.5759,0.61705,-0.82849,-0.48049,-0.33187,-0.94378,1.052,-2.27916,0
12,98.93,-1.09754,0.05147,0.20239,-0.66938,-1.47468,-0.07889,0.32607,0.86246,1.32858,0.52463,-1.81118,-0.33649,0.01407,0.2456,-0.48397,1.47016,0.1526,1.15867,-0.27822,0.95507,-0.56505,-0.72897,-2.46454,-0.59811,0.21967,0.38117,-0.97247,0.66432,0
13,139.78,-1.20321,-0.18383,0.71232,0.2028,-0.06756,1.74673,0.20166,-0.03121,-0.41113,1.23524,0.86611,-0.77771,0.77859,0.40846,-0.03634,0.80784,0.78709,-1.20377,1.36668,-0.80727,0.01565,-1.65117,0.85596,-0.40167,0.18756,-0.24646,0.45842,0.08204,0
14,56.29,0.8898,-1.0524,-2.78731,1.17978,-1.54274,-1.00295,1.40763,-0.5824,-2.53526,1.65477,0.27787,-0.86595,-0.3907,1.02241,0.16319,0.24898,-0.39478,0.1565,-1.77983,3.03717,1.4074,0.40576,0.20665,0.90846,-0.06942,0.2008,0.87899,1.16006,0
15,28.81,-0.61546,0.78334,-1.46048,-0.38984,-0.85367,-1.48358,-1.30479,0.52471,-0.90737,1.69984,1.63669,0.54051,0.75862,-0.39012,0.91638,0.17925,1.03507,0.49766,-0.17125,0.30196,-1.99215,0.0473,-0.87275,-2.30943,0.36529,0.34856,0.28165,0.97227,0
16,90.67,-0.13123,1.66399,0.87147,1.00542,0.51877,-0.70324,1.49261,0.34668,0.02557,-0.64446,-0.48551,0.4335,-0.04183,-0.06252,1.13448,-2.26707,-0.18893,-0.19295,-0.3285,0.21339,-2.45581,0.46427,0.01942,-0.0256,0.874,0.11875,1.60578,-0.42752,0
17,131.47,0.33236,0.13628,-1.66185,0.29466,-1.43722,0.63908,0.43703,-0.72484,-2.11767,-0.98444,-0.25108,0.22524,0.71186,-2.49936,-1.58301,0.34318,-0.58059,-0.85982,0.0729,0.59211,-0.25235,1.40609,1.189,1.09024,0.65523,-1.27363,-0.73493,2.10246,0
18,91.9,0.74187,0.79309,0.63079,1.0953,0.5902,-0.23915,1.39833,-1.42716,1.78187,0.31519,-0.94631,-1.63797,-1.95361,0.57179,0.16472,-0.50217,2.0292,-0.20684,0.45249,-0.67338,-0.27317,-0.80757,-0.12429,-0.09325,-0.90033,-0.04327,0.03956,-0.64822,0
19,10.11,1.46141,-0.89367,-1.81947,0.69631,0.08272,-0.21978,-0.67621,0.20539,-1.76107,-0.08107,-1.69721,1.92101,-0.20889,-0.1716,0.04294,0.01089,-0.68876,-0.88144,-1.79468,-1.10085,-1.71474,-0.3519,0.56194,-1.56668,0.54235,-1.09047,-1.17756,-0.77202,0
20,78.45,0.90805,0.90273,-0.5748,2.02258,1.23526,0.79324,0.94966,0.59424,0.24304,0.32055,0.6592,-3.05771,0.60093,1.80865,0.71833,0.84259,1.36128,0.76225,0.25894,-0.22923,0.43312,-0.03947,1.519,-0.12549,0.92004,-0.55831,0.1605,0.26829,0
21,47.49,-0.38222,-0.0209,-0.03566,0.74668,-0.54785,-0.59186,0.29869,1.52019,-0.55937,0.49381,0.51092,-0.81551,1.09764,0.33029,-0.7748,0.08711,-1.39588,1.38051,-0.13376,0.09006,-0.28095,-0.13892,0.73245,0.37942,0.07038,0.59978,0.62179,-0.53566,0
22,1.49,0.63047,-0.30786,-0.79915,0.51839,-0.72789,-0.16396,-1.15403,-0.27009,-1.18304,-0.20629,0.3308,-0.38281,0.29417,1.03296,-1.21371,-1.72784,0.26776,1.27374,0.90404,-1.6704,-0.16305,-1.93774,0.135,-0.16371,-0.64455,0.76902,1.51192,0.11052,0
23,22.06,0.14001,0.397,-1.11197,1.00726,1.96833,1.91992,-0.48534,-0.35351,-0.19614,0.07834,-0.48445,0.58335,0.27875,-1.71497,2.10199,-1.04566,1.92262,-0.01506,-1.9511,-2.48442,0.4444,0.17252,0.00733,1.39181,-0.08172,0.0892,1.39036,1.13479,0
24,800.98,1.8191,-0.50789,1.10402,-0.26118,-1.89797,0.83785,0.10235,-2.14567,-0.40038,0.91056,-1.25243,-0.39483,0.01575,-0.97023,-1.05745,-0.31545,-1.28351,-0.54966,-0.06551,0.80588,0.20031,0.00371,-0.58442,-0.88281,-1.59079,-0.75673,-1.23025,0.44045,1
25,362.67,0.81097,-0.21477,1.98974,0.90768,0.15591,-1.80977,-0.87111,0.74503,0.02503,-0.91307,-1.27277,0.04886,1.00588,-0.25186,2.81391,-0.33165,0.07978,-1.25451,-0.19009,1.69713,1.54049,0.54878,0.19101,-1.54508,-1.49528,-0.41426,0.07368,0.91966,1
26,119.93,0.70999,-1.18296,-0.16013,0.30689,0.25744,-0.2768,1.0424,0.55336,-0.18058,0.26118,0.38921,0.19408,0.16748,-1.37495,-1.59957,-0.64643,-0.77098,-1.97791,-1.32258,0.72825,-0.74338,1.36202,-0.2333,0.80922,-0.2242,0.08402,-0.30521,0.00876,0
27,16.58,-0.13216,-0.79968,0.47892,-0.75705,-0.909,-0.05308,-0.6635,0.8537,0.39041,0.29771,1.77247,1.56564,-1.15589,0.13588,0.82516,0.6925,1.17503,-0.94213,0.58458,0.35705,0.21627,1.10251,-0.45145,0.89352,0.77018,0.5209,0.2934,0.8605,0
28,134.13,3.94353,0.06182,2.06675,-0.21975,-0.76849,0.42269,-0.44043,-0.19097,0.04406,0.20665,0.88894,-0.29316,-0.34222,-0.10057,-0.26852,1.21209,0.45605,-2.11249,0.98579,0.0336,0.50512,-0.58963,-0.21135,-0.15104,2.48524,0.43501,0.13464,-0.14327,1
29,1.37,-0.16334,0.43065,-1.45502,0.54098,1.30201,-0.01735,-0.50763,-0.30394,-2.31983,0.75714,-0.55584,0.09172,-0.42826,-1.34106,0.76522,0.171,-0.7936,-0.93006,0.24741,1.78189,0.79491,1.17297,1.24966,-0.42675,0.28122,-1.07551,2.59771,1.57895,0
30,64.4,0.48281,-0.59827,0.39457,-1.01704,-0.18249,-0.66258,0.59856,-0.15517,-0.38306,-0.5713,-0.14902,-1.75287,1.58054,0.12124,-0.8145,1.23678,-1.00095,1.08907,-0.65326,-1.86555,0.72212,-1.34369,0.53307,0.4486,0.35052,-2.22486,-0.81414,1.32909,0
31,12.52,1.60582,0.87604,-0.47608,0.54141,0.75124,0.71726,0.8411,1.37059,-0.46483,-0.49425,0.65528,0.96508,-0.95275,-0.7693,1.36978,-0.6998,-0.74098,-0.38012,0.31581,0.18248,0.02672,2.17266,0.12667,0.08254,0.26627,0.65618,-0.13217,-0.31087,0
32,216.2,-0.47421,0.19523,0.08674,0.47943,0.55238,0.7584,0.74299,0.00506,-0.483,0.81508,-1.2483,-1.66027,-0.09567,1.89039,-2.32609,0.27043,-1.85908,-1.29715,0.96128,-0.54784,-0.4257,-0.31968,-1.64475,-0.78016,-0.22721,-2.24738,-1.55899,0.44268,0
33,92.84,1.35833,1.19885,-0.19648,0.67257,1.34836,0.41114,-0.95302,-0.49574,-1.2895,-2.50736,-1.16976,-0.14365,-0.67742,0.69382,2.1473,-0.17666,-1.79348,-0.3344,-0.50642,1.12133,-0.29616,0.26643,0.17148,-0.6439,-0.49909,-0.58881,0.56293,-0.66464,0
34,21.78,0.20752,-0.59086,1.10618,-0.33464,0.12189,-2.25672,1.0517,-0.64018,0.43958,0.10952,0.04978,2.57041,-0.3107,1.73477,-0.42924,2.09788,-2.19104,0.45137,-0.50909,-0.2497,1.02749,1.27885,-0.95528,-1.88849,1.11892,1.50128,1.42558,1.27492,0
35,79.63,0.4012,1.33321,-0.52195,0.74561,1.93076,-0.27149,-1.87505,-0.59679,0.51028,-0.25542,1.06544,0.13424,-0.99539,0.92606,-0.18336,1.41352,0.95088,0.75815,-0.85658,1.28801,-0.49407,0.66379,-1.19484,-0.38971,0.04411,-0.71883,-0.65887,-1.54678,0
36,129.79,1.64136,-0.60906,2.05489,1.47197,0.51013,1.4803,-1.45286,-0.17404,-1.16365,0.55397,0.18747,0.19715,0.76238,-0.50073,-1.11372,-0.15388,-0.21416,-0.53388,-1.06508,-1.5624,-0.32847,-1.53418,0.56513,-0.75176,-1.38949,0.98817,0.65131,-0.10588,0
37,1805.27,1.25077,4.30734,1.02527,1.71952,-0.37644,1.48916,0.4935,1.75795,0.29399,0.81543,-1.02265,-1.09807,0.50846,-1.3159,-2.2579,1.09793,-0.50736,-0.57378,-1.22558,0.23025,0.62841,0.78871,-1.97936,1.48474,-0.06627,0.27545,1.00789,-0.59063,1
38,52.67,-0.14698,3.40012,2.05278,-0.53053,0.74375,0.50075,-0.7392,-0.19314,-1.41829,-0.49512,-0.34628,0.50128,1.70011,-0.2481,0.82859,0.31991,0.39095,-1.26865,-1.57507,0.42534,0.43476,0.03483,-1.03457,0.35016,-0.88765,1.27687,1.1939,-0.1278,1
39,89.39,-0.58479,0.56049,-0.69265,-1.68201,0.2052,0.29549,0.49525,0.11935,-3.75291,0.85364,1.06916,-0.16871,1.66137,0.002,-0.09234,-0.87684,-0.36845,-0.81185,0.34377,-0.57288,-1.51549,1.28752,-1.1411,2.42015,-0.43365,-0.28397,1.72469,-2.43525,0
40,153.85,1.55567,-0.23919,0.9024,0.54547,-0.28257,0.11698,-0.61536,-0.773,0.36387,1.59326,-1.21384,0.86155,-0.16423,1.2614,2.09489,1.03917,1.11709,-1.07252,1.01135,-0.73454,-0.98003,0.06552,0.89303,-0.77411,-1.90224,-0.27748,0.60408,-0.48234,0
41,63.32,-0.42402,0.9956,1.02112,-2.36972,1.44554,0.63849,0.67765,-0.93985,-1.37273,0.92382,0.38453,-0.06104,0.11036,-0.9561,0.05958,0.95375,-0.89115,-1.00181,-1.34297,1.71932,0.62476,-0.46332,-0.90438,-0.37908,1.01517,0.80156,0.24604,-2.1847,0
42,146.05,-1.04411,-1.60698,0.14032,1.49869,1.24234,-1.29765,0.11503,-0.40565,-1.44883,-0.3986,0.30853,1.59512,0.07401,1.20065,0.8733,1.07143,-1.28974,-0.17398,0.21093,0.64731,-0.2278,1.11643,0.06317,-0.89784,1.75471,-0.72636,0.04954,0.15587,0
43,172.44,-1.06887,0.87359,-0.17028,-1.18214,1.20592,0.33238,1.75182,0.57469,1.36015,-0.54082,0.30108,1.05916,2.10585,-0.72492,-0.68464,0.48951,0.24245,1.54408,1.11013,-0.45769,-0.18596,2.96517,-1.21798,0.45083,-0.31113,-0.90672,2.26452,0.27423,0
44,52.63,1.46057,0.33695,2.71436,-0.32637,-0.54821,0.04293,-0.77542,-0.58615,-0.30902,-0.32438,-1.16555,-1.52636,-1.11023,0.88481,-0.09905,-0.85148,-0.24184,-1.13917,0.23096,-0.52119,1.0809,1.32954,-0.5593,0.31346,0.75587,1.53137,0.08936,-0.77134,0
45,95.87,0.70357,-0.24969,0.23547,-0.22848,0.49772,0.38641,0.20924,-1.09123,-0.8194,-0.27346,-0.61241,-0.62983,-0.09409,0.60921,0.9681,1.45744,-1.2771,-0.67648,0.9599,0.06319,-0.7294,0.00099,0.45287,0.75239,-0.31136,-0.75801,0.91654,2.14048,0
46,686.86,1.2541,1.15579,2.13432,0.15385,-1.30535,0.12797,-0.35425,0.93086,-0.30173,1.26299,-0.26025,0.36248,-1.35726,-0.83352,-1.2844,-1.26445,1.06975,0.20697,1.03807,-0.49418,1.1561,1.26695,0.21981,-0.59182,-1.69514,0.89625,-0.64488,0.43636,1
47,56.29,0.04348,0.59695,-1.54973,0.36863,0.37793,1.30605,-0.66064,-0.38488,0.69043,-0.49425,0.0407,-0.17402,-0.47345,-0.66965,-0.99714,0.44385,0.51217,-0.18023,-1.41129,0.94397,1.22536,-0.66081,-1.15406,-1.65474,-0.96134,0.30818,1.18563,1.87781,0
48,140.51,-1.08439,-1.44986,-2.53832,-0.96675,-0.50416,1.47579,3.12531,-0.0789,0.77383,0.79974,-0.86988,-0.90404,-1.76098,0.22599,1.80967,-0.53911,0.54995,0.44059,0.29103,-0.02362,-0.21278,-0.05415,-1.75747,0.14884,0.9761,-1.08298,1.61225,0.10734,0
49,69.02,-1.17999,0.19349,-2.41872,0.51152,0.24076,-0.19619,-1.26259,0.48255,-1.59648,1.71078,-0.63309,0.30278,0.08132,-0.1199,-0.4112,-0.55172,0.10666,-1.32982,-1.014,0.8666,-0.15349,-0.00434,-1.0955,-2.94364,0.99995,0.82788,-1.5295,1.62213,0
