Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
10,159.7,-0.46869,2.12193,0.34714,0.40938,-1.93903,-0.56713,-0.86033,-0.43565,0.52945,-0.1994,-0.33891,1.90619,-1.14681,-0.0125,-2.14878,0.45837,0.5756,0.69455,-0.6384,0.41846,-0.27028,-1.79642,1.32321,-0.9405,-0.04066,-0.2759,-0.32607,-0.42175,0
11,132.04,1.39872,1.92108,-0.18663,0.2039,0.2731,-1.12059,-1.21761,1.27335,-1.93884,1.15926,0.34392,-1.12304,1.12384,1.0107,-1.40231,-1.59545,-2.31026,-0.22351,1.08071,-0.81581,-0.81723,-2.63624,0.01072,-0.40194,0.64951,1.39711,-0.4074,0.55136,0
12,177.26,-0.29042,0.13429,1.05622,-0.72842,-1.10179,1.66465,-0.33261,-0.20222,-0.88544,-0.4253,0.50229,-0.02804,-0.48744,-0.97522,-1.90659,-1.0476,1.09318,-0.95325,-0.64407,1.10901,-0.13335,1.80063,0.07538,3.09451,-1.55305,-0.55976,1.16056,-1.15942,0
13,118.87,-1.12547,-0.25322,-1.25737,0.86339,0.60642,-0.79764,0.3996,0.41039,-0.32203,0.93804,-0.46881,-0.5986,0.18194,0.58199,0.41093,-0.74071,1.02795,1.53076,-0.42435,0.45022,-1.15812,1.12685,1.02672,-0.50685,-0.93411,0.23787,-2.61572,0.49707,0
14,80.6,-2.02044,2.75021,0.47384,-0.66493,-1.2102,1.04027,1.38924,-1.8154,-1.17715,-0.77807,-0.0008,0.51105,-0.24703,-2.19694,2.03591,-0.54069,-0.115,-2.15381,-0.5121,-0.18605,0.42982,-0.08792,1.92816,-1.48918,1.56654,-2.03782,-0.72051,0.46385,0
15,22.54,0.35603,-1.08189,-0.56034,0.02358,-0.40521,1.19165,0.29102,0.00163,-0.46724,-0.13492,-1.0281,1.31055,0.39461,-0.09164,1.49442,-0.77552,-1.80805,0.14071,1.44264,-0.02164,-0.77309,0.68684,-0.60414,0.56611,-1.02254,-0.99857,-0.94647,-0.83241,0
16,176.58,0.15204,0.2965,0.80631,-0.21108,1.48753,1.77857,0.66647,1.56275,0.35415,1.39837,-1.02829,0.44979,0.36723,0.73005,1.84521,-0.95967,-0.49773,0.09081,-0.74552,-0.60329,0.1235,-0.28736,-1.33732,-0.0602,-1.95763,-1.297,-0.69056,1.50228,0
17,76.31,-1.86194,-1.32463,3.34736,-0.48981,0.94027,1.25418,0.58413,0.47578,0.22578,-0.46224,-2.44008,-0.77116,-1.3075,0.61657,-0.60613,0.71196,-0.36555,-0.25597,0.46601,-0.76501,0.43714,1.63463,-0.56702,-0.32036,1.06235,0.75807,-0.28143,0.63735,0
18,53.71,1.40533,-0.39477,0.42734,0.88512,-0.79918,-0.29323,0.52947,-0.68513,-0.12441,0.88167,-1.25503,-1.10274,-2.14267,1.38637,-1.02119,0.64542,1.4508,-1.24378,1.60437,-0.45796,0.34209,-0.32655,1.18589,0.23907,-2.60376,-0.26529,-0.51098,1.73351,0
19,87.74,-0.84158,0.35718,-0.16562,0.25049,-2.53965,1.71274,1.76468,0.70472,1.38252,1.18009,-0.47977,-0.32729,-0.55443,-0.172,-0.44236,0.33476,-0.58929,-0.52782,-0.65895,-0.62963,-0.63828,-1.19127,-0.81752,0.57808,0.27891,-0.17694,0.36682,-0.45631,0
20,88.98,-0.30092,-1.12831,0.05155,-2.24903,-1.05171,1.56816,1.0999,-1.12553,0.48348,-0.00557,-0.73295,-0.14388,1.82362,2.0316,0.25386,-0.08157,0.5029,0.68122,-0.84487,0.86633,2.72001,-1.62142,-0.03932,-1.51297,1.81246,0.71351,-0.06193,-1.05382,0
21,112.53,0.35499,-0.10966,-1.1534,-0.51941,-0.87881,1.19473,-0.13379,-0.26587,-1.79663,-1.68867,0.18253,-1.61546,-0.83771,-1.2713,-0.2346,0.14614,-1.08857,0.4783,0.49939,0.07318,0.79843,-0.32966,0.0967,0.70537,-0.66613,-1.16877,-0.06361,-0.15694,0
22,88.94,-1.09669,-0.10685,0.23978,0.45763,0.36621,0.06199,-1.49903,0.33764,-1.18336,-0.95405,0.57892,-2.18694,0.14892,0.78737,1.61852,-1.51679,-0.11031,0.72711,1.39304,0.76966,-2.74487,-1.86371,-0.25452,-0.27724,-1.17661,1.44035,-0.90195,1.86111,0
23,9.23,0.55031,-0.54759,-0.56995,-1.16426,-0.63756,-0.49387,-1.14693,-0.06105,0.78712,-0.16746,1.83079,-1.24763,-0.23159,0.12561,0.78961,1.44369,0.5342,1.19978,-0.34881,0.36587,-0.24948,0.69732,-0.298,0.07198,0.67507,-0.67274,-0.2942,-0.2293,0
24,9.94,-0.58968,1.30471,1.21255,-0.59247,-0.30672,-0.94772,-0.50336,-0.15475,0.15756,-2.44471,0.15324,-0.50197,1.12836,-2.31898,-0.49085,0.83043,-0.04559,-1.09041,1.6703,0.39793,0.15559,0.64262,-0.46098,-0.88877,0.50537,0.04395,0.14574,-0.74225,0
25,0.54,-0.69273,1.80731,2.09334,0.42225,-1.14444,-1.20501,0.5272,0.75161,-0.48796,1.20293,-0.57547,0.4718,0.9388,-1.20086,1.25242,-0.06228,0.7977,-0.75709,-0.0231,-1.75603,0.3035,-0.94194,-0.37514,1.10402,-1.52441,-0.11708,0.04233,0.521,0
26,56.52,0.20097,-0.18179,-0.57739,-1.24207,0.27105,-0.72143,-1.55419,-0.59188,0.17384,-0.46938,-0.31963,0.55628,0.37905,2.71158,-0.66585,0.55968,0.87472,1.16446,-0.36107,-0.88606,-1.02512,0.31419,0.15525,0.91769,0.40367,-0.85793,0.64306,-0.39674,0
27,150.63,-1.15967,0.5606,-1.66289,-0.13008,0.34792,-0.35693,1.41405,-2.61007,1.38976,1.37264,-0.92865,-0.26129,-0.35004,-2.47882,-0.22285,-0.90668,-0.56802,1.12988,0.75958,0.93027,-0.78715,-0.63768,-1.49104,0.61035,0.01646,-1.63472,0.18086,0.00621,0
28,71.95,1.02259,1.5668,-0.8358,-0.66674,0.97189,-0.2767,0.91669,-1.52884,0.57854,1.13602,-0.3486,-0.97116,-0.17192,0.25955,0.27789,1.27399,0.46984,0.18747,-0.0708,-1.36408,1.48384,1.19644,0.87768,-0.53141,1.7213,-0.88106,0.67252,-0.69635,0
29,42.41,0.02581,1.49271,-0.56653,1.11419,-1.77437,0.25463,-0.17189,-1.00848,0.22955,-0.05595,-0.37271,-0.30808,-1.34343,0.6115,0.93068,1.91505,2.19855,-0.15475,-1.02146,-0.00565,-1.32431,0.57285,0.92963,0.37107,-0.08838,0.98057,0.03352,-1.12289,0
30,116.03,-0.23075,0.40597,-1.34344,1.02007,0.38455,-0.14379,2.55606,0.59462,-1.32424,0.78277,-0.07047,-0.04845,-1.95744,-1.1853,1.07297,1.53994,-0.86775,-0.36917,0.18,-0.52154,0.13953,0.86827,0.06124,-0.15636,1.34116,-0.77199,2.6635,-0.65674,0
31,58.31,1.5837,0.22452,-0.29577,0.48938,0.34929,-0.62787,-0.41274,2.286,-0.63185,1.74787,-0.58965,-0.10148,1.64429,0.51362,1.31116,-1.65457,-1.28204,0.41771,0.43884,1.44987,1.17562,-1.17923,3.18295,-1.84354,0.28866,0.66481,1.53879,0.7294,0
32,485.73,1.71108,0.83261,2.48992,1.0212,1.05775,0.69501,-0.1972,-0.43114,0.5162,0.32132,0.15719,-0.28103,2.7504,-0.31297,-0.64752,-1.25179,0.33792,-0.89373,-0.07557,1.96764,-0.65873,-0.52061,-1.59862,1.24732,0.76856,0.23624,-1.29271,-0.94922,1
33,112.54,-0.20212,1.01008,0.49945,0.18753,-1.8318,1.80116,1.81622,-0.205,-0.59623,-1.5256,-1.00907,1.59425,-1.90965,-0.33397,0.32717,-0.70611,0.68421,-0.40219,-1.42577,-1.25207,-1.05605,1.11279,-1.09785,0.60734,0.16686,1.35637,0.13761,0.18704,0
34,194.03,0.14026,2.0559,-0.3458,-1.48088,2.42438,-2.92964,-0.088,0.65388,-1.39267,0.28565,0.79691,1.09527,1.54902,-0.07165,0.57145,-0.5533,-1.33468,-0.04416,0.56033,0.09193,1.36249,0.76114,-1.01809,1.16171,-1.33436,-0.8375,-0.04829,0.23403,0
35,1.82,-2.23883,0.64281,-1.58076,-2.29307,-0.69093,0.83206,-0.96821,1.03934,0.12556,-0.11118,-0.83495,-0.15122,0.75549,-0.32409,-0.04064,0.3059,-0.03818,-0.97411,0.62607,1.02641,-0.54805,0.03552,0.52811,0.67084,1.17157,-1.53527,1.28607,0.081,0
36,94.44,-0.63449,-1.21772,0.18347,-0.71253,-1.74939,2.86877,-1.10129,-0.3908,0.03321,0.04608,0.3256,2.16916,1.84363,-0.34517,-0.39835,-0.36168,-0.07093,-0.28761,0.38029,-0.20035,0.57448,0.61486,0.25491,-1.64112,-0.54882,-0.03297,-1.07842,-1.47776,0
37,60.7,-1.28288,-1.97152,0.25589,0.74078,-0.46687,1.61554,1.96277,1.01019,0.05976,0.2016,0.58515,0.59352,-0.58545,-0.00618,0.71342,-0.49735,-1.72482,-0.78461,1.20342,0.66583,1.47817,1.99071,0.18698,-0.78345,0.54687,-0.73243,-1.94233,0.28322,0
38,10.72,-0.21512,0.92547,-0.46725,0.51988,0.41632,-1.08202,-0.55922,-0.42939,0.21547,-1.4695,1.19189,0.20841,-0.97631,-0.02455,2.6504,0.14157,0.11688,0.74805,-0.61337,-0.96517,0.26829,-1.14889,-1.12629,0.13131,-1.17882,-1.18802,0.55826,1.72304,0
39,196.2,-0.53347,1.30587,1.11896,-1.10584,-1.10068,1.08095,-0.44518,-2.05475,-0.38054,-1.12688,-0.32423,-1.0684,0.73109,-0.35483,-0.342,-0.46833,1.43757,-1.1174,-0.40716,-0.74811,0.79302,0.28334,1.66225,0.88385,0.78133,0.40648,-0.40241,-0.46459,0
40,179.39,0.78408,0.53202,1.80834,1.38535,1.86536,0.341,1.20831,0.40104,-0.65257,-0.21416,-1.39508,0.16883,-1.99086,-0.29967,-0.48054,0.1552,-0.27829,-0.16288,-0.06713,-0.22797,-2.00444,-0.98007,-1.64726,2.1467,-0.66842,1.53592,-0.42394,1.32441,0
41,15.16,-0.439,1.74154,0.13161,1.49778,1.20468,-0.95877,-0.77784,2.48111,1.66601,1.04009,1.18318,0.86368,0.41728,0.91899,0.38285,0.27858,-1.13395,-0.60058,-0.36467,-0.92837,-0.29306,0.42329,-1.19991,-0.95549,0.0237,0.40645,0.36725,-1.5619,0
42,285.65,2.21925,2.3225,2.96842,-1.19975,0.26031,0.85933,-1.17924,-1.83259,0.39345,-0.18954,-0.11825,-0.10046,0.58172,2.11272,-1.67109,-1.16589,1.40865,-0.19859,-0.21516,-1.45566,0.69641,-0.20849,1.40389,0.30849,0.18675,0.4296,-0.8506,0.06568,1
43,1383.33,2.91668,0.37652,1.18802,0.84661,0.61921,-0.59116,-0.15585,-1.12347,-0.98165,0.53806,0.01216,-1.8331,-0.92401,-1.22208,0.74037,-0.00278,-0.7067,-1.06405,0.27913,0.91851,-0.71137,1.09023,-1.05726,-0.4177,1.65202,-1.11544,-0.96998,0.25061,1
44,23.58,-0.03471,0.97973,-0.87355,1.66953,-0.05037,-0.63972,0.72132,-0.24526,-0.48877,-1.33423,-0.70893,-0.76306,1.86014,-0.64584,-0.77574,0.58697,0.4306,0.74915,0.59524,-1.74428,-0.64326,-0.88432,-0.40773,0.03986,-1.68173,-0.15292,0.66206,0.72371,0
45,65.5,-1.16258,0.62152,0.53462,-0.23289,-0.75164,0.16425,-0.08772,0.09311,-0.09355,-0.15007,0.16616,1.69235,-2.15065,2.05999,-0.35242,0.25968,-0.81618,-1.86285,-2.75279,1.08619,0.92441,0.49617,1.6245,-0.26458,-0.53146,1.15966,-1.33346,0.931,0
46,29.95,-1.00037,1.33603,1.49447,-0.32026,1.23976,-2.70012,-1.08074,0.60607,0.55779,0.68602,1.26406,1.4869,-0.29058,-1.79968,-0.46513,-2.11866,-0.20731,-2.0272,-0.40456,-0.07345,-1.00693,0.35424,0.66014,-0.77894,0.49142,-0.65732,0.94792,0.36919,0
47,164.68,-1.20748,1.14207,-0.41559,1.10658,1.70218,1.30898,0.77849,-0.08436,1.59444,-0.55778,1.45704,1.15051,-0.78942,1.76615,-0.13905,1.56617,-0.45334,0.45856,-0.21365,0.0741,0.9899,-0.03942,-1.22018,-0.59326,-0.26733,-0.18609,-1.21993,0.72929,0
48,64.29,-0.3893,-0.22101,1.14821,0.05769,-1.45995,-0.63496,-1.20068,0.03563,-0.60142,0.71544,-1.09295,0.2469,0.99278,-1.70221,0.94567,1.92307,-0.31829,1.59054,-0.19388,-0.28376,-0.23916,-0.90978,0.10707,0.90626,0.87256,-1.0292,1.02556,-0.82062,0
49,143.26,-0.36812,0.47194,-1.28257,-1.56498,-0.2628,0.27227,-1.45827,-1.89426,-0.55538,-1.30063,-0.73997,-1.4484,-1.52944,2.11712,0.1142,-1.83117,-1.3527,0.00203,-0.85583,0.27077,0.8003,-0.91312,-0.11266,0.73952,0.10578,-1.39927,-1.03205,0.73308,0
