Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
11,92.67,1.33064,-0.38007,-0.87037,-2.18846,-0.38526,0.18975,-1.27387,0.85499,0.6527,0.92826,0.66069,-0.20791,0.03467,-0.03329,0.10869,-0.47886,-0.75972,0.6872,-2.5096,-1.72661,-1.13789,0.99375,-2.37687,0.45047,-1.24604,-0.48222,1.49474,-0.66568,0
12,108.53,1.02546,-0.97264,-0.58789,0.23515,-1.13401,0.35221,1.41263,-0.32051,0.99122,-1.31522,-0.88361,-0.84847,1.15605,1.07376,0.02687,-1.15817,1.22469,-0.23006,1.74525,1.59048,-0.31688,0.14254,0.27988,-1.42286,-0.05884,-1.91651,-1.0356,0.78323,0
13,60.51,0.53688,1.45072,0.3975,2.03003,-1.27081,0.18299,-0.17663,-0.53652,-1.80662,-1.72339,0.5492,0.13352,0.19255,-0.22412,-0.44298,-1.66779,-1.33692,1.03512,-1.38112,0.02305,-0.27175,-0.1128,-0.53549,-0.32686,2.43701,-0.92148,0.15444,0.03206,0
14,58.53,1.11827,0.3756,-1.03691,0.6577,-0.98279,-0.15609,0.19995,0.62592,-0.63408,-0.84705,0.01479,-1.04658,1.03474,-0.28551,-2.28155,-1.52166,0.77324,0.62304,0.956,-0.14745,-1.07548,1.86842,0.40227,-0.1474,0.03591,0.98785,0.53414,-1.21195,0
15,13.93,0.5102,-0.05583,0.45117,-1.64334,0.22355,0.65414,0.08391,1.20481,0.90186,-1.11866,0.32071,0.53236,0.49386,-0.2501,-0.0553,0.32863,0.53094,0.42109,0.90998,0.39026,-0.10716,2.13084,-0.00874,-0.57615,0.48874,0.58844,0.73876,0.44271,0
16,177.76,-0.94303,1.30205,2.0025,-0.27246,-0.6425,0.41023,-1.97646,-0.75138,-0.23041,0.96956,1.11336,-0.2828,0.97672,-0.68291,0.27589,-0.47419,0.91672,0.13868,0.10784,0.74346,-0.4331,1.30632,-1.231,-0.49731,0.26666,0.25238,-1.60078,-0.01025,0
17,70.65,-1.38307,-1.01687,0.98491,-1.33918,0.27046,1.10787,0.44692,-1.18865,1.50609,0.46429,0.21838,-0.78568,-3.50113,1.04257,-0.49763,0.17634,-1.43497,0.1677,1.29797,1.79418,0.08151,0.47463,-0.02143,0.13687,0.78135,-1.45078,1.00716,-0.10972,0
18,154.6,0.10284,-0.81093,-0.92169,-0.00127,-1.8111,-1.40639,1.6882,-1.42611,0.01954,-0.36298,-0.39068,0.72945,-0.17676,1.51883,-0.00748,-0.22463,-0.68528,1.20169,0.14337,-1.09794,0.48658,0.68222,0.13343,0.66994,-0.68583,-0.74138,0.241,-2.07624,0
19,63.38,1.51012,0.70764,0.66208,0.67933,-0.67602,-0.80952,0.72841,-0.84554,0.71979,0.05268,-0.12825,1.54192,-0.10253,0.48059,-0.54381,-0.99008,-0.57252,0.79215,-1.09869,-0.30364,-0.01599,0.27582,-2.29207,-0.74474,-0.95012,-0.56254,0.59438,-1.024,0
20,110.44,0.45742,-1.20647,1.26917,-1.3605,-0.6508,-0.08489,1.52127,0.25345,0.59626,-0.01511,-1.06869,0.22957,-0.86005,-0.62676,-0.42103,-1.24967,0.9687,0.06738,-0.31158,1.95427,0.12291,0.09938,-1.30376,-1.29587,-0.04305,-0.94926,1.34496,-0.99274,0
21,121.32,-1.24577,0.24736,-1.25306,-1.40697,0.40831,1.59246,0.72906,1.29988,-1.10981,-0.61762,-0.90165,1.36285,1.17768,-1.51684,0.64051,1.20515,1.63449,0.54965,1.10515,2.09543,-0.18338,-1.47431,0.45839,-0.93776,-0.78073,-0.79152,-1.02068,-0.958,0
22,131.29,1.31348,0.28952,-2.07609,-0.55576,1.29354,0.55532,0.54359,-0.41653,-1.70663,0.32464,1.64039,-0.45418,2.67697,0.1587,0.21313,-1.13481,-0.38243,-1.71087,-0.29389,0.5829,0.90986,-1.06912,-0.41984,-1.03876,-0.71705,0.90367,-0.36118,0.80805,0
23,3.46,-1.6353,0.91915,-0.35442,-0.82276,1.50842,-1.29584,0.37457,0.58785,-0.12403,0.75775,-1.62201,-0.4685,0.88424,2.43544,0.00554,-0.96073,-0.45018,-1.86968,0.04135,1.75687,0.41213,-1.23199,0.19509,-1.13075,-0.30634,-0.17865,-0.78571,-1.96524,0
24,93.57,0.65602,-0.9871,2.10469,-1.77367,-2.08349,-0.35473,1.22373,0.98846,0.08645,-0.5805,-0.59375,-0.35951,0.75444,0.95915,-0.96431,-0.48943,-2.10197,-0.12351,-0.59806,-1.38628,0.48274,0.04554,0.28716,-0.36864,0.13466,-2.25843,0.61664,0.34422,0
25,10.79,-0.31924,-0.10653,-0.57092,-0.43949,-0.16646,0.45397,1.59163,0.66358,1.17824,-1.73583,0.64788,-0.31411,1.09036,-0.84777,-0.57603,-0.0451,-0.55281,-0.48498,-1.05386,-1.67633,0.28704,-1.5296,0.85435,-0.79282,0.00396,-0.39004,0.39242,1.88185,0
26,35.01,-0.50264,0.28364,-1.05082,1.60325,0.28297,0.9119,-0.53564,0.14356,0.46421,0.81364,0.66697,1.21537,1.13236,0.43101,-1.10202,0.1602,-0.12684,-0.33279,1.46483,0.98846,0.92236,1.16179,0.38035,-0.21512,0.47567,0.22327,-0.5916,0.67963,0
27,168.57,0.66903,0.67442,0.112,-0.87757,0.53612,-0.78417,0.47218,-0.46613,-0.1393,-0.10188,0.26107,-2.53475,2.29717,1.22687,-1.09012,-0.47402,1.42881,-0.13712,0.20077,0.45159,0.35814,0.22781,0.13332,-0.60209,-0.01786,-1.2139,0.57425,-0.15607,0
28,76.33,1.69728,1.49726,0.18337,1.48566,0.89094,-0.47068,1.39733,-0.6827,2.26769,-0.73873,0.73995,1.7208,-0.02709,0.96271,1.69404,0.90164,0.69994,0.01033,-0.92516,0.80399,-0.11776,-0.57274,1.36976,1.7043,0.73776,1.5792,-1.28902,-1.28964,0
29,14.84,1.9991,0.12606,0.39996,1.32966,-0.85448,-0.26848,-0.69714,1.60607,0.00904,-0.42415,-1.33028,-1.34875,0.54671,0.16711,0.33054,-1.09346,-1.11875,1.03565,1.56309,-0.87181,0.24591,0.56451,-1.82791,-0.34356,1.25904,-0.03446,0.70425,0.83588,0
30,26.63,1.56296,-0.27935,-0.9043,-2.51054,0.13955,-1.01719,-1.62016,-0.60975,-1.01005,-0.53068,1.21496,1.34855,-0.08135,0.22414,-1.14649,0.71193,1.98493,1.10707,-0.09467,0.60131,-0.21591,0.4615,-0.07896,-0.20128,0.9881,1.21331,-0.43904,0.71849,0
31,32.78,0.34417,-0.30669,-1.20696,-0.0768,0.22109,-1.35098,-0.97058,1.80827,-0.25403,0.27743,-0.77043,0.26748,0.77219,-0.67964,-0.01919,-0.31994,0.5938,-0.27396,-1.84948,-0.29292,-0.29595,-1.07086,0.06989,-0.86672,0.08278,1.29449,0.48267,0.72095,0
32,1061.71,2.26284,-0.28056,1.09203,-2.12536,-0.34548,-2.20012,2.38434,0.08834,-0.50129,0.06755,-0.25099,0.83014,0.96377,-0.74736,0.22722,0.61496,-1.09556,-0.53878,1.24889,1.47231,-1.20825,-0.47968,1.07663,0.5342,-0.56374,0.16453,0.04305,0.88434,1
33,152.62,0.77904,0.22436,0.46531,1.54176,1.27595,0.82782,-0.43737,1.40838,-2.97127,-0.17906,0.02626,-0.11504,1.69864,0.10665,1.41676,-0.95117,-0.94598,0.85262,0.58406,0.64231,0.68462,1.14323,-0.48401,-0.34609,0.08627,-0.25919,0.68026,0.31924,0
34,21.95,-0.98256,1.53048,0.54293,0.09203,-0.56983,0.205,-0.08071,-0.076,-1.42174,0.40765,1.14576,0.14095,-0.99298,0.27533,-0.07972,1.22938,-0.74694,0.34476,-1.20539,-1.09724,0.00832,1.69743,-0.87924,-0.34952,0.68794,0.37886,-0.57297,0.70893,0
35,47.19,-0.66968,0.56206,0.11095,-0.44316,0.7417,0.52229,1.20932,0.21517,-1.9682,-0.4347,-1.37471,-0.19324,1.3253,0.19382,-2.05061,-0.01471,-0.4402,0.3611,-0.32748,-0.05783,0.22265,-0.64443,0.62727,-1.61036,0.01077,-0.70658,3.01669,0.12296,0
36,20.19,-1.00513,-0.13253,0.25925,2.4382,-0.13518,-0.25869,-1.41363,0.16275,0.1935,0.80604,1.13561,-0.87082,-0.91893,-0.20956,-0.40482,-0.65125,0.19806,0.6791,-0.75317,0.6237,-0.23956,1.68147,0.46589,-0.15406,-2.39085,0.46548,0.31129,-1.40414,0
37,49.45,0.73558,-0.98205,0.67061,0.36613,0.54751,-1.54064,-1.27718,0.19398,-0.4334,1.51889,1.52512,0.66015,-0.43631,-1.77268,-0.18183,0.24611,0.80535,-0.38966,0.85993,-0.03666,-0.27903,0.36762,-0.49537,1.71443,-0.95661,-0.38197,2.11525,-0.79869,0
38,73.64,-1.39146,1.0535,0.34491,-0.87934,3.14532,-0.23685,1.67744,-1.70903,1.63336,1.59271,0.56619,-1.02367,-0.26124,-0.46815,-0.28013,0.93631,-0.79839,0.46644,-0.37014,0.22691,-1.87238,-0.09078,0.17898,-3.87637,-0.92805,-1.17087,0.90854,0.22685,0
39,12.23,0.9884,0.50246,1.04656,-0.45728,0.4331,0.06902,-0.99918,1.37959,-0.24586,-0.78303,-0.17917,-0.75039,1.52404,-0.07969,1.17289,1.84247,1.29482,-2.09324,0.54131,0.937,-1.14288,-0.52739,-0.90226,-0.5057,-0.94571,-0.88291,-0.89143,0.92049,0
40,46.16,-1.77188,0.21712,1.16143,0.82747,-0.45942,-0.09448,0.49024,1.30081,-0.20159,0.54937,-0.71859,-0.77436,-0.56994,-1.03608,-0.75356,-0.24641,-0.94765,-0.05122,-0.76288,1.49779,2.20841,-0.18431,-0.12695,1.24122,-1.06756,-1.23202,-0.54885,1.27493,0
41,110.72,0.73691,0.27295,-2.50182,-1.04047,0.19961,0.29345,0.67571,-0.14114,-1.31711,-0.01196,-0.3794,-0.75834,-0.12076,-0.25229,-0.58404,-0.05274,-1.99863,-0.18104,0.46065,0.31074,-0.06872,-0.43372,1.68406,-0.31926,0.57268,0.09739,-1.24462,0.91042,0
42,106.19,-0.48896,-0.13872,-2.4827,-1.66025,1.92397,-0.41046,-0.9019,-0.84351,0.37008,-0.68109,-0.60048,-1.2121,-0.41162,0.29412,-0.71317,-0.1418,-0.13521,-0.263,-0.52444,1.3186,-0.49564,1.27013,0.14104,0.5754,-0.06838,0.64201,0.04006,0.46846,0
43,136.55,-0.51197,-0.2532,-1.99093,0.77536,-0.5422,-1.46489,1.07489,-0.91787,-0.2024,-1.11928,0.91565,-0.50279,-0.94185,1.39973,1.51799,-1.36961,-0.32493,-0.63286,2.30217,-1.21051,0.32392,-0.93995,-0.02685,0.75238,3.67439,0.04149,0.44565,0.85078,0
44,37.69,1.98727,0.17181,0.13642,1.97681,-1.17891,1.3774,-0.14141,-0.91935,-1.15575,1.68316,-0.44895,0.29557,-1.55849,0.64953,0.19141,0.57121,1.06829,0.88461,1.30831,1.22207,0.15527,-1.25928,0.89398,1.41835,-1.17252,1.54807,0.46627,0.93567,0
45,151.47,-1.57811,-0.56912,0.13063,1.23221,-0.83239,-0.31497,1.11991,0.5105,-0.81071,-2.06328,-0.66397,0.46035,-1.06615,-0.16151,-1.83609,-1.25749,0.74657,2.24992,-1.35064,-0.22538,-0.11069,0.05546,-0.53771,1.53404,-1.34561,-0.50339,-0.07637,0.43004,0
46,25.54,1.26564,-1.06517,0.93129,-0.91564,-0.70217,-0.20816,-0.64438,-0.802,-0.62104,0.0507,-1.74398,-0.11039,2.23264,-0.91239,-0.8761,-0.82972,-0.17155,0.03244,-1.52181,1.12938,-0.50259,-1.23688,0.87713,0.99529,1.5097,0.17954,0.66936,0.21647,0
47,15.8,1.01734,2.25477,0.0767,0.76423,0.11504,-2.31196,-0.70955,-1.1303,-2.49158,0.50536,0.45944,-1.37392,0.85432,-0.32796,0.87483,-0.29349,-1.45635,-1.89759,-0.46308,-0.24254,0.99366,-0.74446,0.27543,2.57076,-0.42517,-0.57686,-0.03384,0.37445,0
48,158.76,0.19368,-1.04902,-0.24432,-0.30772,-0.49905,-2.16219,-0.09648,2.35613,-0.04043,-1.72598,0.44264,-0.66878,0.38841,-0.42311,-0.69589,-0.91973,-0.67437,-0.32409,0.66606,-0.21667,-0.30639,1.56718,0.29205,0.28892,1.61173,0.32185,-0.32453,-1.37526,0
49,82.11,-0.60357,-1.35554,0.16328,0.96553,-0.32491,-2.2021,1.69362,-1.27443,-0.36657,-1.89173,-0.58506,0.75213,0.81599,0.94805,0.63689,-0.38879,1.37244,1.76401,-1.34279,0.47947,0.98427,0.08201,-0.90785,0.27889,0.67824,-0.28905,0.16507,0.89589,0
