Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
25,57.25,0.24397,-0.68012,1.85861,-0.9798,-1.52373,1.17798,0.02152,-0.70244,0.44068,-0.22657,1.20865,-0.01272,-0.17235,0.26421,-0.9359,0.27956,-0.1515,-1.19233,1.15671,1.52054,0.94135,-0.67902,-1.51725,-1.75597,0.50507,0.61854,-0.68741,-0.64611,0
26,51.69,-0.01626,0.11783,-1.77049,1.47131,-0.39889,-0.96445,-0.05601,-1.62314,0.7544,-0.08744,0.66466,0.54915,-1.515,-0.42715,0.53685,-1.29962,0.78804,0.57424,0.13615,0.0145,0.62902,1.02221,0.07231,-0.87955,0.96082,-1.1858,-2.27172,0.63937,0
27,116.62,0.13018,0.14826,-0.1971,0.54472,-0.0529,-0.93903,0.61362,0.89086,0.4608,-0.22116,-0.12128,-0.42795,-1.90607,0.7352,-2.4237,-0.4153,-1.91516,1.34664,0.59803,0.18475,0.26894,-1.32382,-0.82106,1.23911,-0.66717,-0.5746,-0.35055,0.09976,0
28,12.9,-0.64119,-0.98699,-1.98414,1.21369,-0.53212,-1.8344,0.05019,1.77907,-0.82037,-1.04764,0.04019,0.02324,0.57112,1.40546,0.66337,-0.20517,-0.87254,-0.94091,0.70706,0.82631,-0.76236,-0.59396,-2.87605,0.99188,0.01571,1.4552,0.05503,0.42323,0
29,84.35,-0.79359,-1.58261,0.02092,0.98634,0.37053,0.79628,-1.13932,0.2744,-1.67012,0.56571,-0.82462,-1.54259,-1.74893,0.13255,1.33301,-0.3402,-0.21891,0.68157,-0.28345,1.14729,-0.56853,-1.03025,-1.18801,-0.30515,0.63223,0.24187,-0.63661,0.64787,0
30,18.63,0.96382,0.94753,-0.76368,0.05792,0.95255,0.29228,-0.89731,0.46079,-0.69638,-3.47806,-0.03154,-0.05437,-1.37713,0.70511,-1.05459,0.77927,0.25278,0.20996,-0.99789,1.07303,-2.36088,-0.7369,0.67728,0.96359,1.22592,-0.38447,0.10673,-0.98964,0
31,84.23,-1.39607,0.7954,1.18507,-1.80112,0.18631,0.72242,-0.14205,1.20551,0.12555,-0.70844,-0.31051,-2.19165,0.53855,0.84662,-0.14703,-0.49123,-1.10381,0.19308,1.27596,-1.50845,0.50014,2.67996,0.37676,0.23872,0.30594,0.15587,0.5737,2.18763,0
32,869.61,3.13351,2.54645,2.27751,-0.45864,-1.43818,0.0122,-0.87976,1.1209,-0.84561,-0.56781,-0.50538,0.77918,-0.03131,-0.49402,-0.26282,-1.18951,0.48536,-1.16544,1.65301,-0.95629,-0.36351,0.0908,-1.01449,-0.05932,1.01046,2.38389,1.521,0.07717,1
33,180.3,-0.09796,0.77396,-1.33242,-0.44605,-1.24276,0.95301,0.49192,0.24085,-0.70498,-1.24638,-0.8657,1.37854,-0.727,-0.07579,-0.49285,1.50432,1.35736,0.99899,-1.03208,-0.72495,-0.00447,0.83877,1.0644,-0.12264,0.7562,1.48411,-0.44975,1.25484,0
34,52.03,0.44978,0.05993,-1.84591,0.42357,-0.95772,-0.44231,-1.01197,0.97711,-0.01968,-0.41817,-0.39819,0.26963,0.68788,1.13328,-0.28946,-1.1658,0.78922,1.18847,0.04861,0.19029,0.19897,0.60265,0.77932,-1.7979,0.0278,2.60053,-0.93374,0.83094,0
35,33.44,-0.64081,-1.53356,-2.29988,-0.00613,0.71326,0.29414,-0.30776,0.06397,-0.21318,-0.2991,0.67641,0.89874,0.47518,-1.38175,-0.44628,-0.09905,-1.10978,-1.03492,-0.06443,0.32374,0.30998,0.58015,-1.98076,0.8287,-1.08165,0.29233,1.02602,1.47234,0
36,44.63,0.89079,-0.03562,-2.00449,0.23448,0.8006,2.95459,-0.52041,0.55499,-0.14831,0.1786,0.60099,-0.98133,-0.12917,1.28993,0.0046,0.35049,-0.71645,-0.3493,0.29765,1.04196,-0.45525,0.54777,1.38418,0.29122,0.33638,-0.43028,-0.00225,-0.54987,0
37,125.57,0.79845,-0.02638,-0.48083,0.93029,0.66721,2.01076,-1.21358,0.02646,0.15682,-1.7528,0.02114,0.83527,0.25107,0.33544,1.95418,-0.32746,1.32453,-0.60036,1.10536,-0.5368,1.60901,-0.11155,0.19615,-0.08435,1.37969,1.34471,-0.62679,-1.01656,0
38,110.86,1.22366,-1.10549,1.47505,-0.19113,0.75385,-0.42741,-0.97886,-0.24743,0.8768,-1.49208,1.08659,-1.11483,-0.41367,0.95854,-0.49805,-0.14069,-0.35335,-0.59225,1.28723,1.05337,0.75038,-0.94971,-0.18096,0.91617,-2.38464,-0.27967,1.23619,-0.79591,0
39,76.04,-1.11637,0.55597,-0.67103,1.1724,0.15902,-1.06421,-0.99049,0.88029,-0.18112,0.80351,1.22179,1.63323,0.65772,0.5164,0.36723,0.46435,0.51895,-1.61569,-0.59712,-1.46498,0.18727,-0.84636,-1.32979,1.26586,-1.54135,0.79914,-1.10255,0.72289,0
40,13.36,1.91046,-1.12555,-2.39812,1.01223,1.19652,-0.08524,1.37576,-0.20601,-0.51079,0.61508,-0.3707,0.75137,0.61645,-1.451,-0.21922,-1.83611,0.09689,-0.97975,-0.80335,-2.57585,0.1243,-0.80713,0.02729,0.81932,0.59256,0.51449,-0.18858,-0.68818,0
41,120.52,-0.16191,0.15747,-1.54466,-1.2031,0.79437,-1.85018,1.8549,1.24309,1.32923,1.40511,-1.17175,0.10719,0.20673,-0.97959,0.09003,-0.00203,-1.17122,-2.14907,-1.28295,-0.80973,0.20379,0.46555,-0.96795,-0.66929,-2.33066,0.15777,-0.63022,-0.75334,0
42,18.89,1.49963,-1.2776,0.69772,-1.08576,-0.79113,2.42623,1.4029,-0.97654,0.49569,-1.1597,-1.1938,-0.21212,1.59842,-0.18277,0.06958,-0.55244,1.6476,-0.64129,1.17727,0.02435,-0.04582,-1.06083,0.47572,0.19099,1.61821,-1.27017,1.55561,0.67797,0
43,89.48,0.447,-0.65246,1.14719,-0.30196,1.34907,-0.14846,-0.80024,-1.86969,-0.62391,0.63255,-0.91408,0.90104,0.64829,-0.44929,-2.34975,-0.35821,0.90569,1.71713,-0.43543,-0.33457,0.41658,-0.75488,-0.69982,-0.20548,-0.3657,-1.91585,1.28266,1.40873,0
44,112.25,0.61363,1.26777,-0.34362,-2.07927,-2.01582,-0.95369,-0.04168,0.01917,1.22626,0.5871,0.6036,-2.71195,-0.16371,-1.24082,1.11579,0.62044,-0.29077,0.07739,-2.3786,-0.31477,1.49004,-1.43572,-0.36623,1.85368,-0.52025,1.51675,-0.41682,-0.93035,0
45,6.82,-0.94105,0.71517,0.83167,0.45817,-0.61956,-0.8085,-1.28581,-0.69793,-1.96026,0.0761,1.52531,-0.15227,-1.67897,0.41041,-0.20548,-0.63816,-0.00798,-1.57331,0.45387,0.4856,-0.45271,0.33405,-0.23952,1.63072,-0.38327,-0.47818,-0.72825,0.53631,0
46,638.56,1.74461,2.06487,3.84257,-0.19931,-0.65523,-0.1546,0.1315,0.52713,0.22348,-0.28615,1.18335,-0.61375,-1.24644,0.94561,0.21099,-0.3547,1.04484,0.52882,-0.22804,-0.96236,-1.38387,1.01531,-1.78023,-0.01536,-0.79258,0.51531,-0.17524,0.44378,1
47,36.8,1.19654,-2.10635,-0.15601,0.55138,-0.75878,0.28808,-0.99498,-1.02159,0.52487,1.55909,0.44341,-0.65867,1.18099,-0.53708,-0.16254,-0.07782,0.83737,2.2956,0.76623,-0.04244,0.66658,-0.18629,-1.58814,-0.83705,2.82094,-0.4728,1.32047,-1.09013,0
48,34.27,-0.36648,0.69429,-1.22235,0.49824,0.45988,-0.85936,-0.15793,-0.5446,-0.78624,0.25423,0.50363,-0.61831,-0.12451,0.33746,-0.35984,-0.68118,0.88211,0.02988,0.08944,2.68686,0.15669,-0.53961,-0.39668,-0.70446,-0.65481,-0.27149,-0.36868,-1.37429,0
49,58.45,-0.06277,-0.7365,-0.03005,0.41859,0.89559,0.5136,0.73663,2.50884,0.21733,1.2913,-0.24012,-0.4458,0.54048,-0.34803,2.24691,-0.23857,0.30874,-0.92534,0.25811,1.22743,0.22016,-1.73601,1.39799,1.38273,-0.44644,0.14535,-0.09156,-2.00725,0
