Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
10,3.48,0.13094,0.91309,-0.78511,-0.52454,-0.10077,1.85933,0.28729,-0.22415,0.71693,-0.84797,1.41668,0.14591,-1.5161,-0.85729,-1.39205,0.24604,0.44821,-1.48865,0.23715,-0.54772,1.04279,-1.41685,0.98228,1.14074,0.281,-0.96887,0.72977,1.2265,0
11,73.53,-0.07692,1.56289,-2.01043,-0.19704,-0.62349,1.46596,-1.08776,-1.43503,0.47605,0.75916,0.43305,1.42977,0.39435,-0.28653,0.8074,-0.18134,-0.65489,1.89014,0.68096,0.69005,0.22202,-0.10026,0.41043,0.38309,-0.47541,0.54372,-0.76962,2.53684,0
12,81.27,0.1967,0.73451,-0.8724,0.61448,-0.49205,0.62496,1.09067,-0.37327,0.57818,1.77074,-0.62135,0.17579,0.97025,-0.30533,-1.05332,0.62385,-0.43696,-0.40636,-2.16343,-0.92044,-1.80252,-0.54428,0.15971,-1.0702,0.21882,0.88397,0.51879,-0.71753,0
13,17.4,-0.83771,-0.94039,0.91882,-0.65978,1.35251,0.35114,0.11997,1.31806,0.51462,-0.53914,-0.76848,0.55878,0.11292,1.61879,-0.80034,0.52509,2.25644,0.26463,0.10443,1.85833,-0.72652,-0.82448,0.67732,-0.39136,0.51237,0.66768,-0.44517,-0.66287,0
14,141.49,0.1507,0.01768,1.13152,-1.83481,0.52634,1.24907,-1.04895,-0.86385,2.0458,0.21354,1.28403,-0.6313,-0.22383,-0.84402,0.55566,-0.13197,-1.43039,0.34132,1.03586,0.30096,0.31596,1.15817,1.28712,0.77671,1.34304,1.18482,1.68903,0.12816,0
15,59.18,-1.16328,-1.29418,2.18111,0.07518,1.36618,1.00574,-1.11481,1.75438,-1.99035,-2.05722,-1.21126,0.19619,1.29086,-0.17688,0.05581,0.9398,-0.12785,1.93294,-0.60533,0.19737,2.14485,-0.90117,0.4645,1.46161,0.62524,-0.96459,-0.83573,-1.23259,0
16,62.77,-0.89236,-0.38689,1.74602,1.32482,0.03762,0.50594,-1.18422,-0.41177,-0.91957,1.56224,-0.14589,-1.27173,-0.02101,-0.4626,0.14656,-0.10959,-2.04424,-1.53259,0.02359,-0.44632,-0.8319,-1.33934,-0.93934,-0.24377,-0.89779,2.01541,0.76634,-0.58325,0
17,138.35,-0.11465,-0.65239,-0.48484,-1.53614,-0.65441,-0.56952,-0.19578,-0.60669,0.7068,-0.52126,-0.18717,1.13221,-0.81786,1.64304,-0.96262,-1.90477,1.07643,-0.32853,0.28161,-1.38128,-0.3366,0.93311,1.84042,-1.43476,0.9402,1.50932,-0.40022,0.65924,0
18,14.06,-0.08603,0.01973,0.76861,-1.29981,-1.28221,0.57637,-1.14188,1.0376,0.12067,0.95676,-0.32288,0.60888,0.89332,-0.0829,1.43824,0.49721,0.07931,-0.62203,0.73892,-0.71755,1.937,-0.07802,-1.27743,-0.90703,-1.57049,-0.77024,0.39069,-0.65305,0
19,213.52,0.34249,-0.39469,-0.77036,0.13006,-1.00266,1.32289,-1.27984,-0.26064,-0.68765,-0.79969,0.52592,0.33965,-1.47526,-0.21465,1.01099,-1.47475,-2.01624,-1.59195,1.11854,-0.25407,-0.21872,-2.57634,1.23309,-0.35191,-0.72748,-0.08992,-0.57354,-0.27817,0
20,4.63,0.01247,-0.24863,0.89902,2.17058,0.09835,-0.40624,2.49235,-0.48782,1.17378,-0.74973,-0.15212,-0.95513,-0.46859,-0.5739,0.44842,1.91886,-1.08864,-0.86996,0.89319,-0.4074,0.41238,0.7435,1.1719,-0.39976,0.25836,0.27096,-1.0782,1.10001,0
21,112.31,-0.89194,-1.25001,2.04333,-1.91869,0.1154,0.6465,-0.82285,0.38118,-0.32745,-1.17707,2.16557,0.50663,1.9074,1.00785,1.33755,-1.6688,0.03626,-1.70368,1.74081,1.15235,0.40108,-0.89456,0.07914,-0.58076,-0.94318,1.23405,0.31315,0.55956,0
22,36.15,0.04162,-0.45943,0.93051,0.45734,-0.40276,-0.92739,0.36012,-1.64778,-0.09826,-2.32113,0.3057,-0.96589,-0.22593,-1.79335,-0.07124,0.07105,-0.11987,-0.5038,-2.04483,0.21423,2.42632,-0.37745,-0.20121,0.3622,0.95675,-0.79786,-0.15385,-1.66435,0
23,43.22,0.22432,-0.12307,-0.42845,0.58425,-0.47606,0.53545,-0.76307,-1.73773,-0.04925,1.71489,0.11782,0.10835,-1.12311,-0.29103,-0.2648,0.3914,1.67779,0.54507,-1.05625,0.20926,-1.0076,-1.86465,-0.08081,0.45176,-0.36066,0.16132,0.3313,-0.69973,0
24,68.46,0.93253,0.83274,-0.18936,-1.3338,-0.54139,-0.27721,-1.1369,-1.61733,0.07835,1.0034,-0.07343,-0.3149,1.04968,0.47522,-0.69511,-1.04596,-1.19725,0.11262,-0.20497,-1.33837,-1.2928,-1.55713,0.18765,-1.20054,-0.6648,0.76706,0.75239,0.42553,0
25,143.54,0.64357,0.60513,-0.67133,-0.63915,0.06833,0.26294,0.61238,0.95494,0.49965,0.09657,2.50889,0.06716,-0.63492,0.32973,-0.52197,1.34088,-1.24254,-0.07566,-0.44521,0.79851,-0.44985,-0.87258,-0.2888,0.38862,1.06229,-0.34728,-1.02679,-0.59238,0
26,96.63,-0.84307,-0.86167,-0.34867,0.38192,-0.06647,0.59958,-0.92866,-1.08131,0.4538,-1.43148,-0.40463,0.07604,0.6067,-0.4374,-0.19095,-0.31838,0.05078,1.36242,1.70456,-0.25914,-0.48183,1.45836,0.4238,1.34465,0.48054,1.33144,0.44251,-1.05048,0
27,120.17,0.73897,-1.25297,-1.09962,2.18841,0.90308,-2.86186,0.0648,-1.13187,1.72512,-1.21678,-0.12721,0.53389,0.23549,0.23658,-0.2871,1.02681,0.76205,-0.21386,0.67009,-0.561,-0.17363,-2.16564,0.7991,0.85736,1.31463,1.08394,-0.59523,-0.16377,0
28,168.19,-1.55319,-0.35924,-0.39224,-0.29283,-0.58421,-0.24034,-0.6376,-0.18344,-0.91234,-0.15516,0.40275,-0.01311,-0.49197,-0.55797,-2.08033,-0.12402,0.1957,0.11176,-1.40363,0.9912,-0.81054,-0.8919,0.85584,-0.65012,0.12097,-0.58593,-0.57575,-1.91803,0
29,25.76,-1.29328,-0.22251,-0.00841,1.4308,0.18807,-0.72992,-0.30176,-0.18314,-0.80196,1.49598,-0.07285,0.96682,-0.16492,0.94838,0.61663,1.28519,-0.31617,-0.80528,-0.87326,-1.43011,-0.83608,0.25859,0.22568,0.05514,-0.81837,-1.14938,0.49339,-1.10737,0
30,65.95,-1.64513,0.65344,-0.7972,-1.54357,1.98624,-0.10287,0.37027,0.21624,0.61792,-0.32107,-0.30059,0.21905,1.20927,-0.75165,1.7469,1.42601,-0.21606,0.33281,0.63271,-1.4649,1.15512,-0.02002,-0.7703,-0.01066,0.6322,-0.82693,1.72678,2.28114,0
31,82.64,0.12945,1.75241,1.41358,-0.58003,-1.09111,-0.07341,0.35724,1.19072,1.48696,-0.50768,1.56867,0.17454,0.92158,1.82237,0.25362,-2.38159,-2.25157,0.3323,-0.7995,0.1091,-0.86197,-0.37951,-0.67722,-1.49001,-1.54677,-0.39981,-1.84462,-2.02305,0
32,92.09,1.01329,0.70891,-0.38019,1.02947,0.58874,0.59203,0.27775,-1.40028,-1.0843,1.7375,0.09769,1.24878,2.11716,0.3084,0.21173,1.56826,1.0196,0.72021,-0.00283,1.99027,-0.02638,0.30119,1.10001,-2.13262,-1.69794,0.30174,-0.31735,2.04902,0
33,10.88,0.22127,0.69995,1.1121,-0.20028,-1.07404,0.87506,-3.06517,-1.08653,1.52084,-0.82596,0.07514,0.56542,-0.22652,1.0956,-0.36901,-0.67422,0.4116,2.20247,-0.42568,0.46747,-1.28062,-1.29918,-0.25102,0.17692,0.11351,-1.02475,0.94249,0.02562,0
34,119.18,-0.05678,0.87862,1.2218,1.24905,0.64219,-1.22257,0.32332,-0.54903,1.73474,-1.04645,-0.55578,0.47404,-0.30512,-0.153,0.12773,1.00439,1.35368,-1.55048,-0.36112,0.96148,-0.32017,0.52607,-0.4004,-0.14831,0.82414,-0.83701,0.44384,-1.89011,0
35,89.54,1.06993,1.56296,-0.34659,-0.86096,1.85663,-1.71139,0.13821,0.96127,-0.63138,-1.63062,0.4549,-0.57356,-1.22201,0.43569,0.18237,0.13505,-1.07659,1.33143,-1.32447,1.15197,-0.06477,0.0641,0.90316,2.24454,-1.7482,-0.39693,-0.02749,-0.73914,0
36,135.71,-1.14473,1.95029,-0.95925,-0.29492,1.29356,1.75395,0.79579,-0.19953,-1.6266,0.73771,2.02015,0.00918,-0.15819,1.24641,1.63769,1.15355,-0.41869,-0.59938,0.20666,-0.47958,0.37786,-1.05133,0.50138,0.48991,-0.2417,0.1957,-0.37971,-2.55359,0
37,32.94,-0.69956,1.07053,0.86967,-0.29341,0.61741,1.03764,0.81219,-0.21776,0.06882,-0.20246,-0.39487,-0.5626,0.66823,-1.5609,-1.65153,0.61939,-0.06706,0.23816,-1.95053,2.44577,0.4693,-0.15257,-0.9735,0.36886,-0.26631,-0.13442,0.00091,-1.18098,0
38,201.94,0.1769,-0.21968,0.68544,-0.08831,-0.07882,-0.70406,-0.89989,-0.77714,-1.68648,-0.1172,0.12316,0.27477,3.11206,-0.66063,0.64253,1.35592,-0.47989,2.11592,-0.61398,-1.71589,-0.58595,-0.19962,2.34951,-0.00098,0.01728,-0.17192,-0.29402,-1.9843,0
39,108.03,0.5532,-0.16485,-0.35475,1.01187,-0.02087,2.85129,-0.6751,0.10252,-0.06638,-1.82727,0.23825,-0.61891,1.67077,0.21364,-0.82266,-0.06772,1.55431,0.69814,0.47434,-0.08264,-0.54103,1.0798,0.69774,-0.79979,-0.54466,0.74303,-0.1744,0.15583,0
40,95.04,1.63795,-0.2965,-1.65295,-1.28282,0.93743,0.72531,0.79808,0.7694,0.07358,0.68907,2.24538,-0.76852,-2.09597,1.09826,-0.13022,-1.18348,-1.62022,1.41179,0.09065,-0.35062,1.20523,-0.17543,-0.42877,1.26858,-1.64893,0.40404,0.80108,0.82289,0
41,98.52,1.04994,-0.97556,-0.85931,-0.75263,0.07012,0.19725,1.17936,2.65847,-0.92973,-0.82745,-0.14333,0.16721,-1.65639,-0.14995,0.87854,-1.50688,1.35126,0.97035,-0.29903,0.2914,-0.33772,-0.69572,-0.27139,-0.89085,-0.50698,0.91832,-0.52874,-0.99359,0
42,7.66,0.23937,-0.76148,0.09384,-1.10341,-0.94258,-1.90156,-1.1502,-1.13767,0.76952,-0.43903,0.40292,0.74189,-0.87475,0.00745,0.74723,0.14877,0.83355,-0.73555,-0.20555,-0.43612,-0.935,-1.10888,-1.96109,0.44803,0.7258,-0.46171,-1.56277,-0.90127,0
43,187.88,-1.0138,0.40903,0.07642,-0.26517,-0.59793,0.24427,0.41389,-0.81723,-0.48148,1.75363,-0.38655,1.21118,1.43137,-1.2937,-1.59239,1.2061,-0.04137,-1.36593,0.05558,-0.05519,0.53113,0.26315,-0.39531,-1.72002,-0.8057,0.39166,1.54485,-2.01974,0
44,11.32,1.18066,1.16739,-1.26812,0.53319,-2.2206,-0.59321,1.34065,1.10765,0.61272,0.89544,0.69299,1.19332,0.49563,0.27608,-0.7824,1.13782,-1.27802,-0.8722,1.05444,1.58173,-0.45191,-0.20934,-1.30014,0.42339,-0.18698,-1.12415,-0.6183,1.18004,0
45,12.63,1.42468,0.18409,0.15098,-0.44154,0.68203,-2.9414,1.80613,-0.99504,-1.43302,-1.56561,0.10384,1.30411,0.55381,-0.37168,1.98333,0.02243,0.33245,0.0087,0.67338,0.70121,-0.40208,-0.85294,-1.31906,1.39458,-0.03508,0.48606,0.04502,-0.44391,0
46,23.42,0.38826,0.13927,-0.23259,0.46048,-1.59358,-1.28998,0.49803,-1.96736,-0.99145,0.81533,0.24001,0.02186,-0.92016,0.51041,1.5019,-1.91527,-1.04434,-1.7161,-0.54914,0.41141,0.05658,0.13269,-1.09185,-1.18397,0.04538,-0.58156,-0.58107,0.21862,0
47,115.51,2.44431,0.03836,0.26694,-0.52717,1.71452,0.57982,-1.02948,-0.36711,0.40569,-0.20904,-0.26747,-0.38875,0.5478,1.10086,0.62749,-0.23646,0.70391,-1.0425,-0.55712,-0.0601,-1.40172,-0.16832,-0.63723,1.28386,-0.15933,1.15981,-0.83618,-0.38639,0
48,123.72,-0.05999,-0.3433,-0.02873,-0.67494,-0.50459,-0.129,0.36896,-1.29138,0.86709,-0.17868,-0.12748,0.57016,1.66363,0.77828,-0.96843,-1.07625,0.64805,-0.00867,0.50529,-1.39295,-1.70859,-0.12958,0.45862,2.51441,1.08449,-0.68016,-2.28235,-1.9217,0
49,132.39,-0.26768,-0.97811,-1.87882,0.547,-0.0953,0.3865,-0.07574,-2.62462,0.52405,0.74269,-0.06988,-0.56498,-0.55595,-0.38223,-0.40978,-0.72256,0.76592,1.31496,1.47798,0.00633,-0.12893,-1.11183,0.06338,0.11864,-0.84505,-1.65354,0.38177,-0.99458,0
