Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
18,47.76,0.23436,-2.0359,0.68006,-0.23662,-0.64911,1.41728,-0.32458,0.57392,-0.98982,0.71081,-1.89576,-0.95645,-0.11864,0.79089,-2.40159,-0.06454,-0.50369,1.11121,1.91018,-1.77568,0.09974,0.89817,0.95678,-0.62079,-1.29743,-1.92889,0.68354,1.52327,0
19,16.92,-1.53073,-0.53917,-0.01966,0.76036,-1.09261,-0.42619,0.73293,0.13507,-0.47912,1.31662,2.13283,-0.81228,1.00339,-0.19457,1.15234,0.10581,-0.7664,-0.02287,2.20892,-0.29835,-0.51125,1.06231,-2.50345,1.08701,-0.51407,-0.37654,-0.54291,-1.85568,0
20,10.28,0.77297,1.90163,-1.64885,-0.27992,-1.21248,-0.40681,-0.03712,-0.18367,-1.38849,0.56113,-0.44415,-3.5923,1.03801,0.24581,-0.57797,-0.63399,-2.44085,-0.20377,0.63774,0.47311,0.63081,1.35497,0.05924,-0.3752,1.07344,0.83806,2.06945,-0.01084,0
21,122.5,-0.92633,0.9799,-0.3836,0.98349,0.32499,-0.29169,1.56852,0.14529,2.0826,1.05407,-0.74454,-2.24758,-0.20179,-2.54895,1.15026,0.9355,-1.56313,1.09859,1.41844,0.38608,-0.22788,-0.75426,0.1494,-2.19568,-0.38634,1.4783,1.419,0.67739,0
22,452.9,2.01449,2.37021,1.63022,1.39122,0.03132,-0.86421,0.80983,-0.00687,1.08448,-2.26523,-1.52895,1.47437,-0.3668,-0.10852,1.43452,0.03205,-1.07718,0.26603,-1.48973,-1.00312,1.15928,0.268,-0.87988,1.15864,0.28353,-0.09575,-0.12891,-0.8373,1
23,131.62,-0.75532,0.63995,-0.4698,-0.60142,-1.07424,-0.16402,-1.45054,-1.01221,0.205,-0.52085,-2.5787,0.45617,0.26758,-2.24447,-2.06093,0.07856,-1.57477,-2.65817,-1.10538,-0.87419,0.70253,-1.30588,0.23508,-1.33899,-0.57493,1.01894,1.4783,0.58259,0
24,66.28,0.13594,-0.26244,-1.06406,-1.90957,0.09534,-2.02487,0.40075,1.22502,0.49586,-0.27631,1.0474,-0.25448,0.4907,-1.64638,0.35556,-0.94625,1.3392,0.80234,0.70148,0.24542,0.28399,-1.66263,-0.42713,-0.35746,-1.02582,-0.59026,-0.25543,-0.33431,0
25,70.35,-0.24958,0.25057,1.30503,-1.04275,-0.02491,-0.35925,0.45898,1.6248,-0.02911,0.36609,-1.4007,0.65528,0.3586,1.24174,-0.78455,0.21042,0.69654,1.1097,0.83809,-1.37801,0.71006,0.89501,1.02383,-0.08761,-0.06657,-0.36298,0.64415,-0.2972,0
26,109.58,-0.59387,1.14674,2.3734,0.53566,0.28102,-0.5929,-0.73806,-1.82221,-0.31048,0.37133,1.54534,0.93315,0.62189,-0.29957,-1.00074,2.45221,0.56396,2.00504,0.82402,-0.75916,1.46127,-0.58559,-2.33653,0.75354,-1.38478,-1.97062,-0.26797,2.21579,0
27,189.14,0.12708,0.16176,1.30706,0.85108,0.9987,0.01418,-1.00796,-2.67069,0.68646,2.29296,-1.12279,-0.73216,-0.8266,-0.25638,-0.76723,-0.82216,-1.14578,0.77221,0.37543,1.28788,-0.02128,-1.24166,0.95857,1.34328,-0.8399,1.01227,1.14451,1.3817,0
28,47.44,-0.31342,0.30149,-0.55955,-1.10293,0.15586,0.07302,-1.92331,0.72003,0.82564,1.01846,-0.16471,0.33532,-0.8922,2.15402,-1.40339,0.8663,0.99553,0.07764,-0.47116,-1.35324,0.66706,0.76671,0.87635,-1.11489,0.00969,-0.94682,-0.25932,-0.65313,0
29,76.3,-0.07676,-0.285,-0.88607,0.98958,0.99084,-1.0082,0.15091,1.66367,0.58008,-0.02513,3.1301,1.17347,-0.22608,-1.13444,-1.90755,0.24197,0.43685,1.78793,0.73587,-1.82096,0.05753,0.6718,0.41114,-0.46356,0.40958,-0.64372,-0.99607,-0.50808,0
30,12.79,0.57534,0.58218,2.25155,-0.96858,1.96486,1.57389,-0.15397,0.2471,-0.34609,-0.44505,1.06914,-0.58929,0.99115,0.0958,-1.9981,-0.58107,1.01146,0.64761,-0.51828,0.5101,1.25406,0.99181,-1.09126,-0.43311,1.55459,0.89734,-1.38863,-0.56136,0
31,39.14,-1.4202,0.64238,-1.59779,0.55353,1.06748,-1.01699,-0.33282,-0.64956,1.4143,1.17155,0.78745,1.05615,1.12698,1.84502,1.28019,0.31521,-0.03839,-0.48349,-0.99197,-0.6031,-0.51881,0.39162,1.51998,0.16253,1.79914,1.41118,1.09017,-2.76078,0
32,125.62,0.19454,-0.33857,0.34576,-0.42593,-0.14375,0.85445,0.78903,0.09768,1.96465,0.12993,0.26455,-0.67105,0.86041,-0.43761,1.6089,0.28773,-0.02127,-1.06088,-0.54963,-0.70391,-0.82303,1.95932,0.35019,-0.04158,-0.40038,-0.75255,1.45612,0.51854,0
33,1490.97,5.39753,1.31563,0.76741,1.04357,-0.73453,0.67858,-1.43065,0.78524,-0.18549,0.54016,-2.18765,0.80452,-1.14527,0.30324,0.81457,0.0869,1.16898,-0.68259,0.4358,0.04355,-0.18976,-0.18089,0.29324,-0.70388,0.13726,1.51643,-0.48952,-1.12861,1
34,85.28,1.03489,0.12578,-0.59077,1.13132,-0.26079,0.10658,-0.33991,-0.92865,-0.42239,1.0144,1.01244,-0.44954,1.24717,-0.118,-1.28973,-0.57291,-1.6873,0.64941,-0.2004,-1.38596,-0.91705,-1.49666,-0.57847,0.25507,0.12126,0.67003,-1.4567,0.84803,0
35,63.79,-1.51377,-2.06124,-0.74464,0.92848,0.7149,-0.52608,1.27051,0.98974,0.40341,-1.93944,-1.26666,-0.53141,0.28719,1.72644,-1.57111,0.3708,-1.6125,0.58839,1.63235,-0.02277,1.56509,-0.58491,0.55792,-0.6261,0.10869,0.28295,-0.64262,-2.35889,0
36,42.83,-0.05156,-0.76566,-0.47547,-2.25489,1.16983,0.26075,-0.83316,1.03126,0.32149,-1.2422,-0.76237,-0.53532,0.28906,-0.08559,-3.35461,-0.0866,-1.92202,0.05722,-0.66994,-0.41264,0.84532,-0.76961,-0.86322,-1.55135,-0.35955,1.24145,1.87634,0.80133,0
37,62.03,-1.07633,0.33762,0.54319,0.62517,-0.35436,0.58482,0.49943,0.34028,-0.11969,2.4441,-0.25041,0.04247,0.56399,-1.67169,-0.62819,0.93086,1.20209,0.30151,-2.28261,0.53779,-0.72364,0.19527,0.31942,-1.60395,0.40504,0.5399,1.52807,-1.67258,0
38,148.46,-0.97042,2.10611,-0.28457,1.29714,-1.33129,-1.00829,1.9226,-0.03149,0.65578,-0.34322,-0.65015,-1.37261,0.1304,1.04769,1.07929,0.09952,1.44637,0.50713,-0.72554,-0.75753,0.52777,0.89419,1.87654,0.09508,0.15483,0.80322,0.32065,-0.10822,0
39,22.16,1.57012,-0.54175,-0.66104,0.23755,-0.03666,2.08929,-0.6473,-0.02257,-0.83161,0.86374,-0.91786,0.55565,0.08967,0.37103,2.82696,0.45135,0.17896,0.57957,-0.81227,-2.06162,-1.87951,1.11523,2.08486,-0.67182,0.43437,-0.16053,-0.82638,0.06049,0
40,104.06,-2.75504,-1.71942,0.33795,0.26849,0.12864,-0.065,-0.70631,-0.96806,0.07891,0.06404,0.02291,1.01875,-1.01768,0.84911,1.32704,-0.39702,0.04967,0.82316,0.28715,0.05419,-2.10379,-0.32673,-1.56315,0.93181,-0.02333,-1.38787,0.0825,-0.15418,0
41,119.33,-0.09365,0.76071,1.32821,-1.01681,-2.33334,-0.4997,1.04425,-0.13706,0.50976,0.308,0.47042,0.05926,1.17661,-1.82714,1.44925,-2.08921,-1.6291,-0.01849,0.72484,-0.47025,1.73488,-1.01434,-1.20447,-0.0165,1.18131,-0.66221,0.12084,1.87094,0
42,155.6,0.92982,1.11734,0.48184,-0.84411,0.82351,0.61937,-0.90894,1.30081,1.08783,2.15497,0.07231,0.93752,-0.25848,1.84332,1.40259,0.43241,-1.13328,0.57181,-1.80039,-0.23449,-2.21886,-0.74089,-1.70466,-0.04735,-2.51685,-1.14279,-0.53198,0.34308,0
43,98.53,0.18323,0.43588,-1.08408,1.88003,-0.48612,0.22557,-2.25592,0.23861,0.93813,-0.67288,-1.08544,-0.07081,-0.69769,2.74503,-0.7772,-0.79943,0.83758,0.58227,-1.9806,-1.16482,-0.64624,-0.67981,0.52721,1.02898,0.00133,0.8482,0.48085,-1.6271,0
44,83.98,-0.2968,-1.00365,-0.34095,0.37139,0.99422,0.88829,0.95615,0.34209,0.83447,0.70781,0.0102,0.45641,0.37448,0.07033,-1.11737,-0.37669,0.86311,-1.26499,0.20991,1.33056,0.58921,1.04349,0.97055,1.47687,-1.73904,1.02874,0.98616,0.52656,0
45,844.67,2.4615,-0.2959,1.87043,-1.69144,-0.67376,-0.85507,-0.40649,-0.33703,-2.02193,1.39621,0.52743,0.77636,0.54013,-0.52469,-1.4368,1.23063,-1.15009,-0.65381,1.04963,-0.94122,0.21425,0.30979,-1.04,1.23119,1.44865,-0.21477,1.78646,0.45854,1
46,33.54,1.73288,-1.59742,-0.71469,0.92638,-1.54745,-0.29328,0.37363,1.28136,1.35591,-1.78056,-1.50646,0.97675,-0.46989,0.43687,-0.09078,0.19433,-0.119,-0.23902,1.31087,0.5283,1.16758,0.13134,-0.58339,0.62031,0.54307,-1.18998,0.56727,0.50571,0
47,71.4,-0.65441,-0.54124,1.46698,0.00575,-1.63374,-0.8084,0.88412,-0.23315,-0.24127,-2.34419,0.22712,-1.51045,-0.15022,-0.63061,1.44347,-0.02631,-0.28446,0.75941,0.80964,-0.70269,0.2918,0.4816,-0.26312,-0.10128,-0.14093,-0.16382,-0.05616,-1.87644,0
48,7.18,-0.89685,0.05538,-1.85723,0.16901,-2.64296,-0.63115,-0.80454,-0.19924,-0.23417,-0.35909,-0.49809,0.87425,0.13303,-0.84007,1.01449,-2.01618,0.4949,0.94462,0.25335,-0.04136,0.66394,-0.83206,1.73289,2.01947,-1.53333,-2.36129,1.13175,-0.64403,0
49,61.46,0.68793,0.06461,-1.48766,0.78671,-1.18601,-0.31708,-0.3189,0.33541,-0.31939,-0.45309,-0.06722,0.04383,0.86186,0.2954,1.13726,0.69586,0.27679,0.02773,1.77856,1.22615,0.95737,-0.93974,1.83652,-0.43255,2.36876,0.31489,-0.58361,-0.8103,0
